warehouse,date,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,user_activity_1,user_activity_2,id
Prague_1,2020-12-20,8128.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1816.0,32417.0,Prague_1_2020-12-20
Prague_1,2020-12-21,8605.0,,0,0,0,0,0,0,0,0.0,0,0.9,0.0,1862.0,32534.0,Prague_1_2020-12-21
Prague_1,2020-12-22,8875.0,,0,0,0,0,0,0,0,0.0,0,3.1,0.0,1807.0,32530.0,Prague_1_2020-12-22
Prague_1,2020-12-23,8968.0,,0,0,0,0,0,0,0,0.0,0,2.8,0.0,1816.0,32511.0,Prague_1_2020-12-23
Prague_1,2020-12-24,4327.0,Christmas Eve,1,0,0,0,0,0,0,0.0,0,0.2,0.0,1652.0,32332.0,Prague_1_2020-12-24
Prague_1,2020-12-26,7784.0,2nd Christmas Day,1,0,0,1,0,0,0,0.0,0,0.0,0.0,1867.0,31922.0,Prague_1_2020-12-26
Prague_1,2020-12-27,6702.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1734.0,31816.0,Prague_1_2020-12-27
Prague_1,2020-12-28,7210.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1770.0,31813.0,Prague_1_2020-12-28
Prague_1,2020-12-29,7597.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1735.0,31688.0,Prague_1_2020-12-29
Prague_1,2020-12-30,7618.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1744.0,31628.0,Prague_1_2020-12-30
Prague_1,2020-12-31,6238.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1668.0,31566.0,Prague_1_2020-12-31
Prague_1,2021-01-01,3754.0,New Years Day,1,0,0,1,0,0,0,0.0,0,0.0,0.0,1618.0,31352.0,Prague_1_2021-01-01
Prague_1,2021-01-02,6553.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1706.0,31309.0,Prague_1_2021-01-02
Prague_1,2021-01-03,6841.0,,0,0,0,0,0,0,0,0.0,0,1.0,0.0,1675.0,31303.0,Prague_1_2021-01-03
Prague_1,2021-01-04,7984.0,,0,0,0,0,0,0,0,0.0,0,0.3,0.0,1724.0,31399.0,Prague_1_2021-01-04
Prague_1,2021-01-05,7466.0,,0,0,0,0,0,0,0,0.0,0,5.6,1.0,1759.0,31528.0,Prague_1_2021-01-05
Prague_1,2021-01-06,7422.0,,0,0,0,0,0,0,0,0.0,0,0.5,2.0,1756.0,31640.0,Prague_1_2021-01-06
Prague_1,2021-01-07,7669.0,,0,0,0,0,0,0,0,0.0,0,9.4,8.0,1796.0,31774.0,Prague_1_2021-01-07
Prague_1,2021-01-08,8083.0,,0,0,0,0,0,0,0,0.0,0,0.0,6.0,1748.0,31844.0,Prague_1_2021-01-08
Prague_1,2021-01-09,7555.0,,0,0,0,0,0,0,0,0.0,0,0.3,4.0,1766.0,31908.0,Prague_1_2021-01-09
Prague_1,2021-01-10,7435.0,,0,0,0,0,0,0,0,0.0,0,0.8,4.0,1774.0,31987.0,Prague_1_2021-01-10
Prague_1,2021-01-11,7766.0,,0,0,0,0,0,0,0,0.0,0,0.0,4.0,1742.0,32096.0,Prague_1_2021-01-11
Prague_1,2021-01-12,7854.0,,0,0,0,0,0,0,0,0.0,0,39.9,4.0,1765.0,32256.0,Prague_1_2021-01-12
Prague_1,2021-01-13,7728.0,,0,0,0,0,0,0,0,0.0,0,1.5,4.0,1752.0,32370.0,Prague_1_2021-01-13
Prague_1,2021-01-14,7873.0,,0,0,0,0,0,0,0,0.0,0,1.3,7.0,1794.0,32432.0,Prague_1_2021-01-14
Prague_1,2021-01-15,8191.0,,0,0,0,0,0,0,0,0.0,0,0.0,10.0,1747.0,32437.0,Prague_1_2021-01-15
Prague_1,2021-01-16,7660.0,,0,0,0,0,0,0,0,0.0,0,1.0,14.0,1788.0,32439.0,Prague_1_2021-01-16
Prague_1,2021-01-17,7352.0,,0,0,0,0,0,0,0,0.0,0,80.0,10.0,1705.0,32378.0,Prague_1_2021-01-17
Prague_1,2021-01-18,8212.0,,0,0,0,0,0,0,0,0.0,0,0.3,8.0,1795.0,32391.0,Prague_1_2021-01-18
Prague_1,2021-01-19,7993.0,,0,0,0,0,0,0,0,0.0,0,0.3,7.0,1734.0,32410.0,Prague_1_2021-01-19
Prague_1,2021-01-20,7669.0,,0,0,0,0,0,0,0,0.0,0,0.5,4.0,1729.0,32282.0,Prague_1_2021-01-20
Prague_1,2021-01-21,7903.0,,0,0,0,0,0,0,0,0.0,0,0.0,1.0,1730.0,32140.0,Prague_1_2021-01-21
Prague_1,2021-01-22,8491.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1741.0,31998.0,Prague_1_2021-01-22
Prague_1,2021-01-23,7846.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1729.0,32167.0,Prague_1_2021-01-23
Prague_1,2021-01-24,7346.0,,0,0,0,0,0,0,0,0.0,0,2.5,1.0,1698.0,32522.0,Prague_1_2021-01-24
Prague_1,2021-01-25,7776.0,,0,0,0,0,0,0,0,0.0,0,1.0,2.0,1692.0,32411.0,Prague_1_2021-01-25
Prague_1,2021-01-26,7735.0,,0,0,0,0,0,0,0,0.0,0,0.0,3.0,1740.0,32511.0,Prague_1_2021-01-26
Prague_1,2021-01-27,7561.0,,0,0,0,0,0,0,0,0.0,0,1.8,4.0,1705.0,32500.0,Prague_1_2021-01-27
Prague_1,2021-01-28,7855.0,,0,0,0,0,0,0,0,0.0,0,0.3,2.0,1718.0,32493.0,Prague_1_2021-01-28
Prague_1,2021-01-29,8269.0,,0,0,0,0,0,0,0,0.0,0,8.6,0.0,1714.0,32510.0,Prague_1_2021-01-29
Prague_1,2021-01-30,8113.0,,0,0,0,0,0,0,0,0.0,0,8.4,1.0,1756.0,32631.0,Prague_1_2021-01-30
Prague_1,2021-01-31,7134.0,,0,0,0,0,0,0,0,0.0,0,1.0,1.0,1694.0,32794.0,Prague_1_2021-01-31
Prague_1,2021-02-01,7531.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1682.0,32881.0,Prague_1_2021-02-01
Prague_1,2021-02-02,7676.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1741.0,32968.0,Prague_1_2021-02-02
Prague_1,2021-02-03,7813.0,,0,0,0,0,0,0,0,0.0,0,0.5,0.0,1760.0,33016.0,Prague_1_2021-02-03
Prague_1,2021-02-04,7876.0,,0,0,0,0,0,0,0,0.0,0,6.1,0.0,1741.0,33080.0,Prague_1_2021-02-04
Prague_1,2021-02-05,8438.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1726.0,33119.0,Prague_1_2021-02-05
Prague_1,2021-02-06,7740.0,,0,0,0,0,0,0,0,0.0,0,3.6,3.0,1729.0,33106.0,Prague_1_2021-02-06
Prague_1,2021-02-07,7854.0,,0,0,0,0,0,0,0,0.0,0,4.8,5.0,1771.0,33194.0,Prague_1_2021-02-07
Prague_1,2021-02-08,8029.0,,0,0,0,0,0,0,0,0.0,0,10.2,11.0,1770.0,33255.0,Prague_1_2021-02-08
Prague_1,2021-02-09,8232.0,,0,0,0,0,0,0,0,0.0,0,1.5,15.0,1794.0,33366.0,Prague_1_2021-02-09
Prague_1,2021-02-10,8046.0,,0,0,0,0,0,0,0,0.0,0,0.2,15.0,1780.0,33464.0,Prague_1_2021-02-10
Prague_1,2021-02-11,8332.0,,0,0,0,0,0,0,0,0.0,0,0.3,15.0,1836.0,33560.0,Prague_1_2021-02-11
Prague_1,2021-02-12,8028.0,,0,0,0,0,0,0,0,0.0,0,0.0,14.0,1776.0,33625.0,Prague_1_2021-02-12
Prague_1,2021-02-13,7748.0,,0,0,0,0,0,0,0,0.0,0,0.0,12.0,1760.0,33620.0,Prague_1_2021-02-13
Prague_1,2021-02-14,7568.0,,0,0,0,0,0,0,0,0.0,0,0.0,12.0,1778.0,33685.0,Prague_1_2021-02-14
Prague_1,2021-02-15,7681.0,,0,0,0,0,0,0,0,0.0,0,1.4,12.0,1772.0,33656.0,Prague_1_2021-02-15
Prague_1,2021-02-16,7816.0,,0,0,0,0,0,0,0,0.0,0,1.8,12.0,1736.0,33721.0,Prague_1_2021-02-16
Prague_1,2021-02-17,8150.0,,0,0,0,0,0,0,0,0.0,0,2.0,6.0,1837.0,33816.0,Prague_1_2021-02-17
Prague_1,2021-02-18,7603.0,,0,0,0,0,0,0,0,0.0,0,0.3,2.0,1754.0,33816.0,Prague_1_2021-02-18
Prague_1,2021-02-19,8077.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1777.0,33876.0,Prague_1_2021-02-19
Prague_1,2021-02-20,7922.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1774.0,33921.0,Prague_1_2021-02-20
Prague_1,2021-02-21,7754.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1794.0,33964.0,Prague_1_2021-02-21
Prague_1,2021-02-22,8064.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1806.0,34040.0,Prague_1_2021-02-22
Prague_1,2021-02-23,8533.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1861.0,34195.0,Prague_1_2021-02-23
Prague_1,2021-02-24,8310.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1856.0,34335.0,Prague_1_2021-02-24
Prague_1,2021-02-25,8510.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1820.0,34492.0,Prague_1_2021-02-25
Prague_1,2021-02-26,8221.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1795.0,34623.0,Prague_1_2021-02-26
Prague_1,2021-02-27,7636.0,,0,0,0,0,0,0,0,0.0,0,4.3,0.0,1832.0,34707.0,Prague_1_2021-02-27
Prague_1,2021-02-28,6914.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1774.0,34748.0,Prague_1_2021-02-28
Prague_1,2021-03-01,6888.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1818.0,34762.0,Prague_1_2021-03-01
Prague_1,2021-03-02,7554.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1830.0,34879.0,Prague_1_2021-03-02
Prague_1,2021-03-03,7718.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1820.0,34978.0,Prague_1_2021-03-03
Prague_1,2021-03-04,7849.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1816.0,35050.0,Prague_1_2021-03-04
Prague_1,2021-03-05,7890.0,,0,0,0,0,1,0,0,0.0,0,13.0,0.0,1825.0,35092.0,Prague_1_2021-03-05
Prague_1,2021-03-06,8086.0,,0,0,0,0,1,0,0,0.0,0,0.8,0.0,1858.0,35172.0,Prague_1_2021-03-06
Prague_1,2021-03-07,8432.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1854.0,35233.0,Prague_1_2021-03-07
Prague_1,2021-03-08,8212.0,International womens day,0,0,0,0,1,0,0,0.0,0,2.0,1.0,1825.0,35299.0,Prague_1_2021-03-08
Prague_1,2021-03-09,8558.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1814.0,35362.0,Prague_1_2021-03-09
Prague_1,2021-03-10,8522.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1837.0,35438.0,Prague_1_2021-03-10
Prague_1,2021-03-11,8554.0,,0,0,0,0,1,0,0,0.0,0,0.3,0.0,1879.0,35443.0,Prague_1_2021-03-11
Prague_1,2021-03-12,8155.0,,0,0,0,0,1,0,0,0.0,0,1.0,0.0,1801.0,35384.0,Prague_1_2021-03-12
Prague_1,2021-03-13,8426.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1834.0,35326.0,Prague_1_2021-03-13
Prague_1,2021-03-14,7984.0,,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1822.0,35353.0,Prague_1_2021-03-14
Prague_1,2021-03-15,8371.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1846.0,35417.0,Prague_1_2021-03-15
Prague_1,2021-03-16,8641.0,,0,0,0,0,0,0,0,0.0,0,0.5,0.0,1826.0,35483.0,Prague_1_2021-03-16
Prague_1,2021-03-17,8760.0,,0,0,0,0,0,0,0,0.0,0,1.0,1.0,1772.0,35546.0,Prague_1_2021-03-17
Prague_1,2021-03-18,8560.0,,0,0,0,0,0,0,0,0.0,0,0.5,0.0,1788.0,35578.0,Prague_1_2021-03-18
Prague_1,2021-03-19,8574.0,,0,0,0,0,0,0,0,0.0,0,1.0,0.0,1772.0,35498.0,Prague_1_2021-03-19
Prague_1,2021-03-20,8482.0,,0,0,0,0,0,0,0,0.0,0,2.3,1.0,1792.0,35542.0,Prague_1_2021-03-20
Prague_1,2021-03-21,8262.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1762.0,35612.0,Prague_1_2021-03-21
Prague_1,2021-03-22,8263.0,,0,0,0,0,0,0,0,0.0,0,1.5,0.0,1758.0,35654.0,Prague_1_2021-03-22
Prague_1,2021-03-23,8328.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1778.0,35663.0,Prague_1_2021-03-23
Prague_1,2021-03-24,8076.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1726.0,35592.0,Prague_1_2021-03-24
Prague_1,2021-03-25,8304.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1718.0,35476.0,Prague_1_2021-03-25
Prague_1,2021-03-26,7838.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1699.0,35331.0,Prague_1_2021-03-26
Prague_1,2021-03-27,8760.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1735.0,35212.0,Prague_1_2021-03-27
Prague_1,2021-03-28,7692.0,,0,0,0,0,0,0,0,0.0,0,1.0,0.0,1734.0,35148.0,Prague_1_2021-03-28
Prague_1,2021-03-29,7993.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1730.0,35124.0,Prague_1_2021-03-29
Prague_1,2021-03-30,8056.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1698.0,35099.0,Prague_1_2021-03-30
Prague_1,2021-03-31,8470.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1741.0,35140.0,Prague_1_2021-03-31
Prague_1,2021-04-01,8744.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1682.0,35118.0,Prague_1_2021-04-01
Prague_1,2021-04-02,9224.0,Good Friday,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1747.0,35186.0,Prague_1_2021-04-02
Prague_1,2021-04-03,8491.0,,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1762.0,35256.0,Prague_1_2021-04-03
Prague_1,2021-04-04,7664.0,,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1722.0,35264.0,Prague_1_2021-04-04
Prague_1,2021-04-05,6936.0,Easter Monday,1,0,0,1,0,0,0,0.0,0,0.0,0.0,1762.0,35283.0,Prague_1_2021-04-05
Prague_1,2021-04-06,8568.0,,0,0,0,0,0,0,0,0.0,0,2.0,0.0,1712.0,35276.0,Prague_1_2021-04-06
Prague_1,2021-04-07,8046.0,,0,0,0,0,0,0,0,0.0,0,0.8,0.0,1705.0,35293.0,Prague_1_2021-04-07
Prague_1,2021-04-08,8462.0,,0,0,0,0,0,0,0,0.0,0,0.5,1.0,1698.0,35259.0,Prague_1_2021-04-08
Prague_1,2021-04-09,8868.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1722.0,35180.0,Prague_1_2021-04-09
Prague_1,2021-04-10,8359.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1688.0,35096.0,Prague_1_2021-04-10
Prague_1,2021-04-11,6961.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1652.0,35022.0,Prague_1_2021-04-11
Prague_1,2021-04-12,8326.0,,0,0,0,0,0,0,0,0.0,0,0.5,1.0,1692.0,35024.0,Prague_1_2021-04-12
Prague_1,2021-04-13,8028.0,,0,0,0,0,0,0,0,0.0,0,4.3,0.0,1672.0,34957.0,Prague_1_2021-04-13
Prague_1,2021-04-14,7822.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1718.0,34909.0,Prague_1_2021-04-14
Prague_1,2021-04-15,8196.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1682.0,34780.0,Prague_1_2021-04-15
Prague_1,2021-04-16,8683.0,,0,0,0,0,0,0,0,0.0,0,1.0,0.0,1692.0,34687.0,Prague_1_2021-04-16
Prague_1,2021-04-17,8244.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1672.0,34627.0,Prague_1_2021-04-17
Prague_1,2021-04-18,7064.0,,0,0,0,0,0,0,0,0.0,0,0.3,0.0,1642.0,34514.0,Prague_1_2021-04-18
Prague_1,2021-04-19,7962.0,,0,0,0,0,0,0,0,0.0,0,0.3,0.0,1669.0,34433.0,Prague_1_2021-04-19
Prague_1,2021-04-20,7759.0,,0,0,0,0,0,0,0,0.0,0,0.8,0.0,1686.0,34342.0,Prague_1_2021-04-20
Prague_1,2021-04-21,7795.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1669.0,34275.0,Prague_1_2021-04-21
Prague_1,2021-04-22,8131.0,,0,0,0,0,0,0,0,0.0,0,1.8,0.0,1702.0,34258.0,Prague_1_2021-04-22
Prague_1,2021-04-23,8722.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1666.0,34227.0,Prague_1_2021-04-23
Prague_1,2021-04-24,7608.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1690.0,34174.0,Prague_1_2021-04-24
Prague_1,2021-04-25,7204.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1741.0,34126.0,Prague_1_2021-04-25
Prague_1,2021-04-26,8124.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1734.0,34128.0,Prague_1_2021-04-26
Prague_1,2021-04-27,7692.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1730.0,34114.0,Prague_1_2021-04-27
Prague_1,2021-04-28,7766.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1693.0,34109.0,Prague_1_2021-04-28
Prague_1,2021-04-29,8257.0,,0,0,0,0,0,0,0,0.0,0,0.2,0.0,1681.0,34098.0,Prague_1_2021-04-29
Prague_1,2021-04-30,8892.0,,0,0,0,0,0,0,0,0.0,0,0.9,0.0,1705.0,34052.0,Prague_1_2021-04-30
Prague_1,2021-05-01,7627.0,Labour Day,1,0,0,0,0,0,0,0.0,0,11.9,0.0,1660.0,33968.0,Prague_1_2021-05-01
Prague_1,2021-05-02,7396.0,,0,0,0,0,0,0,0,0.0,0,24.5,0.0,1670.0,33746.0,Prague_1_2021-05-02
Prague_1,2021-05-03,7950.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1678.0,33592.0,Prague_1_2021-05-03
Prague_1,2021-05-04,7531.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1638.0,33508.0,Prague_1_2021-05-04
Prague_1,2021-05-05,7092.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1636.0,33394.0,Prague_1_2021-05-05
Prague_1,2021-05-06,7954.0,,0,0,0,0,0,0,0,0.0,0,2.8,0.0,1646.0,33294.0,Prague_1_2021-05-06
Prague_1,2021-05-07,9012.0,,0,0,0,0,0,0,0,0.0,0,1.8,0.0,1692.0,33276.0,Prague_1_2021-05-07
Prague_1,2021-05-08,8215.0,Den osvobozeni,1,0,0,1,0,0,0,0.0,0,0.0,0.0,1708.0,33325.0,Prague_1_2021-05-08
Prague_1,2021-05-09,7310.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1634.0,33293.0,Prague_1_2021-05-09
Prague_1,2021-05-10,7878.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1630.0,33243.0,Prague_1_2021-05-10
Prague_1,2021-05-11,6505.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1615.0,33206.0,Prague_1_2021-05-11
Prague_1,2021-05-12,7093.0,,0,0,0,0,0,0,0,0.0,0,15.2,0.0,1633.0,33123.0,Prague_1_2021-05-12
Prague_1,2021-05-13,8418.0,,0,0,0,0,0,0,0,0.0,0,38.9,0.0,1681.0,33108.0,Prague_1_2021-05-13
Prague_1,2021-05-14,8930.0,,0,0,0,0,0,0,0,0.0,0,8.2,0.0,1660.0,33135.0,Prague_1_2021-05-14
Prague_1,2021-05-15,7770.0,,0,0,0,0,0,0,0,0.0,0,0.5,0.0,1642.0,33116.0,Prague_1_2021-05-15
Prague_1,2021-05-16,6976.0,,0,0,0,0,0,0,0,0.0,0,2.1,0.0,1624.0,33046.0,Prague_1_2021-05-16
Prague_1,2021-05-17,7634.0,,0,0,0,0,0,0,0,0.0,0,0.6,0.0,1627.0,32985.0,Prague_1_2021-05-17
Prague_1,2021-05-18,7434.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1644.0,33024.0,Prague_1_2021-05-18
Prague_1,2021-05-19,7430.0,,0,0,0,0,0,0,0,0.0,0,1.0,0.0,1633.0,32998.0,Prague_1_2021-05-19
Prague_1,2021-05-20,7688.0,,0,0,0,0,0,0,0,0.0,0,2.3,0.0,1633.0,33023.0,Prague_1_2021-05-20
Prague_1,2021-05-21,8566.0,,0,0,0,0,0,0,0,0.0,0,0.6,0.0,1638.0,32982.0,Prague_1_2021-05-21
Prague_1,2021-05-22,7242.0,,0,0,0,0,0,0,0,0.0,0,0.2,0.0,1646.0,32886.0,Prague_1_2021-05-22
Prague_1,2021-05-23,6960.0,,0,0,0,0,0,0,0,0.0,0,2.2,0.0,1612.0,32786.0,Prague_1_2021-05-23
Prague_1,2021-05-24,7684.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1624.0,32770.0,Prague_1_2021-05-24
Prague_1,2021-05-25,7658.0,,0,0,0,0,0,0,0,0.0,0,2.5,0.0,1630.0,32740.0,Prague_1_2021-05-25
Prague_1,2021-05-26,7352.0,,0,0,0,0,0,0,0,0.0,0,0.5,0.0,1632.0,32648.0,Prague_1_2021-05-26
Prague_1,2021-05-27,7454.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1634.0,32605.0,Prague_1_2021-05-27
Prague_1,2021-05-28,8365.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1652.0,32598.0,Prague_1_2021-05-28
Prague_1,2021-05-29,6930.0,,0,0,0,0,0,0,0,0.0,0,0.7,0.0,1657.0,32522.0,Prague_1_2021-05-29
Prague_1,2021-05-30,6649.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1620.0,32383.0,Prague_1_2021-05-30
Prague_1,2021-05-31,7292.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1621.0,32352.0,Prague_1_2021-05-31
Prague_1,2021-06-01,7051.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1636.0,32328.0,Prague_1_2021-06-01
Prague_1,2021-06-02,7278.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1638.0,32288.0,Prague_1_2021-06-02
Prague_1,2021-06-03,7446.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1658.0,32306.0,Prague_1_2021-06-03
Prague_1,2021-06-04,8190.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1668.0,32360.0,Prague_1_2021-06-04
Prague_1,2021-06-05,6640.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1632.0,32261.0,Prague_1_2021-06-05
Prague_1,2021-06-06,6889.0,,0,0,0,0,0,0,0,0.0,0,15.0,0.0,1627.0,32126.0,Prague_1_2021-06-06
Prague_1,2021-06-07,7300.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1646.0,31962.0,Prague_1_2021-06-07
Prague_1,2021-06-08,7504.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1669.0,31901.0,Prague_1_2021-06-08
Prague_1,2021-06-09,7237.0,,0,0,0,0,0,0,0,0.0,0,0.3,0.0,1710.0,31906.0,Prague_1_2021-06-09
Prague_1,2021-06-10,7464.0,,0,0,0,0,0,0,0,0.0,0,2.0,0.0,1712.0,32020.0,Prague_1_2021-06-10
Prague_1,2021-06-11,8016.0,,0,0,0,0,0,0,0,0.0,0,0.4,0.0,1669.0,32038.0,Prague_1_2021-06-11
Prague_1,2021-06-12,6463.0,,0,0,0,0,0,0,0,0.0,0,0.8,0.0,1669.0,31933.0,Prague_1_2021-06-12
Prague_1,2021-06-13,6658.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1698.0,31802.0,Prague_1_2021-06-13
Prague_1,2021-06-14,7492.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1687.0,31728.0,Prague_1_2021-06-14
Prague_1,2021-06-15,7264.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1675.0,31750.0,Prague_1_2021-06-15
Prague_1,2021-06-16,7226.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1662.0,31798.0,Prague_1_2021-06-16
Prague_1,2021-06-17,7164.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1668.0,31806.0,Prague_1_2021-06-17
Prague_1,2021-06-18,7590.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1668.0,31808.0,Prague_1_2021-06-18
Prague_1,2021-06-19,6530.0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1640.0,31752.0,Prague_1_2021-06-19
