date,position,song,artist,popularity
2023-04-27,18,Samo mi se spava,Luke Black,61
2023-04-27,19,Watergun,Remo Forrer,61
2023-04-27,20,Ai Coração,Various Artists,60
2023-04-27,21,Bridges,ALIKA,60
2023-04-27,22,Breaking My Heart,Reiley,60
2023-04-27,23,Break a Broken Heart,Andrew Lambrou,60
2023-04-27,24,Promise,Voyager,59
2023-04-27,25,Echo - Eurovision 2023 - Georgia,Iru,58
2023-04-27,26,POWER,Diljá,58
2023-04-27,27,Dance (Our Own Party),The Busker,58
2023-04-27,28,Aijā,Sudden Lights,58
2023-04-27,29,Mama ŠČ!,Let 3,58
2023-04-27,30,We Are One,Wild Youth,57
2023-04-27,31,Blood & Glitter,Lord Of The Lost,57
2023-04-27,32,Stay,Monika Linkyte,56
2023-04-27,33,What They Say,Victor Vernicos,56
2023-04-27,34,Tell Me More,TuralTuranX,55
2023-04-27,35,D.G.T (Off And On),Theodor Andrei,55
2023-04-27,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-04-27,37,Like an Animal,Piqued Jacks,50
2023-04-28,1,Tattoo,Loreen,84
2023-04-28,2,Queen of Kings,Alessandra,80
2023-04-28,3,Due Vite,Marco Mengoni,78
2023-04-28,4,Cha Cha Cha,Käärijä,74
2023-04-28,5,I Wrote A Song,Mae Muller,71
2023-04-28,6,Évidemment,La Zarra,70
2023-04-28,7,Solo,BLANKA,70
2023-04-28,8,Unicorn,Noa Kirel,68
2023-04-28,9,Burning Daylight,Mia Nicolai,68
2023-04-28,10,Who the Hell Is Edgar?,TEYA,67
2023-04-28,11,My Sister's Crown,Vesna,67
2023-04-28,12,Future Lover,Brunette,63
2023-04-28,13,Because Of You,Gustaph,63
2023-04-28,14,Carpe Diem,Joker Out,62
2023-04-28,15,EAEA,Blanca Paloma,62
2023-04-28,16,Heart of Steel - Eurovision Version,TVORCHI,61
2023-04-28,17,Soarele si Luna,Pasha Parfeni,61
2023-04-28,18,Samo mi se spava,Luke Black,61
2023-04-28,19,Watergun,Remo Forrer,61
2023-04-28,20,Ai Coração,Various Artists,60
2023-04-28,21,Breaking My Heart,Reiley,60
2023-04-28,22,Break a Broken Heart,Andrew Lambrou,60
2023-04-28,23,Bridges,ALIKA,59
2023-04-28,24,Promise,Voyager,59
2023-04-28,25,Echo - Eurovision 2023 - Georgia,Iru,58
2023-04-28,26,POWER,Diljá,58
2023-04-28,27,Dance (Our Own Party),The Busker,58
2023-04-28,28,Aijā,Sudden Lights,58
2023-04-28,29,Mama ŠČ!,Let 3,58
2023-04-28,30,We Are One,Wild Youth,57
2023-04-28,31,Blood & Glitter,Lord Of The Lost,57
2023-04-28,32,Stay,Monika Linkyte,56
2023-04-28,33,What They Say,Victor Vernicos,56
2023-04-28,34,Tell Me More,TuralTuranX,55
2023-04-28,35,D.G.T (Off And On),Theodor Andrei,55
2023-04-28,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-04-28,37,Like an Animal,Piqued Jacks,50
2023-04-29,1,Tattoo,Loreen,84
2023-04-29,2,Queen of Kings,Alessandra,79
2023-04-29,3,Due Vite,Marco Mengoni,78
2023-04-29,4,Cha Cha Cha,Käärijä,74
2023-04-29,5,I Wrote A Song,Mae Muller,71
2023-04-29,6,Évidemment,La Zarra,70
2023-04-29,7,Solo,BLANKA,70
2023-04-29,8,Unicorn,Noa Kirel,68
2023-04-29,9,Burning Daylight,Mia Nicolai,68
2023-04-29,10,Who the Hell Is Edgar?,TEYA,67
2023-04-29,11,My Sister's Crown,Vesna,67
2023-04-29,12,Future Lover,Brunette,63
2023-04-29,13,Because Of You,Gustaph,63
2023-04-29,14,Carpe Diem,Joker Out,62
2023-04-29,15,EAEA,Blanca Paloma,62
2023-04-29,16,Soarele si Luna,Pasha Parfeni,61
2023-04-29,17,Samo mi se spava,Luke Black,61
2023-04-29,18,Watergun,Remo Forrer,61
2023-04-29,19,Heart of Steel - Eurovision Version,TVORCHI,60
2023-04-29,20,Ai Coração,Various Artists,60
2023-04-29,21,Breaking My Heart,Reiley,60
2023-04-29,22,Break a Broken Heart,Andrew Lambrou,60
2023-04-29,23,Bridges,ALIKA,59
2023-04-29,24,Promise,Voyager,59
2023-04-29,25,Echo - Eurovision 2023 - Georgia,Iru,58
2023-04-29,26,POWER,Diljá,58
2023-04-29,27,Dance (Our Own Party),The Busker,58
2023-04-29,28,Aijā,Sudden Lights,58
2023-04-29,29,We Are One,Wild Youth,57
2023-04-29,30,Mama ŠČ!,Let 3,57
2023-04-29,31,Blood & Glitter,Lord Of The Lost,56
2023-04-29,32,What They Say,Victor Vernicos,56
2023-04-29,33,Stay,Monika Linkyte,55
2023-04-29,34,Tell Me More,TuralTuranX,55
2023-04-29,35,D.G.T (Off And On),Theodor Andrei,55
2023-04-29,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-04-29,37,Like an Animal,Piqued Jacks,51
2023-04-30,1,Tattoo,Loreen,84
2023-04-30,2,Queen of Kings,Alessandra,79
2023-04-30,3,Due Vite,Marco Mengoni,78
2023-04-30,4,Cha Cha Cha,Käärijä,74
2023-04-30,5,I Wrote A Song,Mae Muller,70
2023-04-30,6,Évidemment,La Zarra,70
2023-04-30,7,Solo,BLANKA,70
2023-04-30,8,Unicorn,Noa Kirel,68
2023-04-30,9,Burning Daylight,Mia Nicolai,68
2023-04-30,10,Who the Hell Is Edgar?,TEYA,67
2023-04-30,11,My Sister's Crown,Vesna,67
2023-04-30,12,Because Of You,Gustaph,63
2023-04-30,13,Future Lover,Brunette,62
2023-04-30,14,Carpe Diem,Joker Out,62
2023-04-30,15,Soarele si Luna,Pasha Parfeni,61
2023-04-30,16,Samo mi se spava,Luke Black,61
2023-04-30,17,EAEA,Blanca Paloma,61
2023-04-30,18,Watergun,Remo Forrer,61
2023-04-30,19,Heart of Steel - Eurovision Version,TVORCHI,60
2023-04-30,20,Ai Coração,Various Artists,60
2023-04-30,21,Breaking My Heart,Reiley,60
2023-04-30,22,Break a Broken Heart,Andrew Lambrou,60
2023-04-30,23,Bridges,ALIKA,59
2023-04-30,24,Promise,Voyager,59
2023-04-30,25,Echo - Eurovision 2023 - Georgia,Iru,58
2023-04-30,26,POWER,Diljá,58
2023-04-30,27,Aijā,Sudden Lights,58
2023-04-30,28,Dance (Our Own Party),The Busker,57
2023-04-30,29,We Are One,Wild Youth,57
2023-04-30,30,Mama ŠČ!,Let 3,57
2023-04-30,31,Blood & Glitter,Lord Of The Lost,56
2023-04-30,32,What They Say,Victor Vernicos,56
2023-04-30,33,Stay,Monika Linkyte,55
2023-04-30,34,Tell Me More,TuralTuranX,55
2023-04-30,35,D.G.T (Off And On),Theodor Andrei,54
2023-04-30,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-04-30,37,Like an Animal,Piqued Jacks,51
2023-05-01,1,Tattoo,Loreen,84
2023-05-01,2,Queen of Kings,Alessandra,79
2023-05-01,3,Due Vite,Marco Mengoni,78
2023-05-01,4,Cha Cha Cha,Käärijä,74
2023-05-01,5,I Wrote A Song,Mae Muller,70
2023-05-01,6,Évidemment,La Zarra,70
2023-05-01,7,Solo,BLANKA,70
2023-05-01,8,Unicorn,Noa Kirel,68
2023-05-01,9,Burning Daylight,Mia Nicolai,68
2023-05-01,10,Who the Hell Is Edgar?,TEYA,67
2023-05-01,11,My Sister's Crown,Vesna,67
2023-05-01,12,Future Lover,Brunette,62
2023-05-01,13,Carpe Diem,Joker Out,62
2023-05-01,14,Because Of You,Gustaph,62
2023-05-01,15,Samo mi se spava,Luke Black,61
2023-05-01,16,EAEA,Blanca Paloma,61
2023-05-01,17,Watergun,Remo Forrer,61
2023-05-01,18,Heart of Steel - Eurovision Version,TVORCHI,60
2023-05-01,19,Soarele si Luna,Pasha Parfeni,60
2023-05-01,20,Ai Coração,Various Artists,60
2023-05-01,21,Breaking My Heart,Reiley,60
2023-05-01,22,Break a Broken Heart,Andrew Lambrou,60
2023-05-01,23,Bridges,ALIKA,59
2023-05-01,24,Echo - Eurovision 2023 - Georgia,Iru,58
2023-05-01,25,POWER,Diljá,58
2023-05-01,26,Promise,Voyager,58
2023-05-01,27,Dance (Our Own Party),The Busker,57
2023-05-01,28,Aijā,Sudden Lights,57
2023-05-01,29,Mama ŠČ!,Let 3,57
2023-05-01,30,We Are One,Wild Youth,56
2023-05-01,31,Blood & Glitter,Lord Of The Lost,56
2023-05-01,32,What They Say,Victor Vernicos,56
2023-05-01,33,Stay,Monika Linkyte,55
2023-05-01,34,Tell Me More,TuralTuranX,55
2023-05-01,35,D.G.T (Off And On),Theodor Andrei,54
2023-05-01,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-05-01,37,Like an Animal,Piqued Jacks,51
2023-05-02,1,Tattoo,Loreen,84
2023-05-02,2,Queen of Kings,Alessandra,79
2023-05-02,3,Due Vite,Marco Mengoni,78
2023-05-02,4,Cha Cha Cha,Käärijä,74
2023-05-02,5,I Wrote A Song,Mae Muller,70
2023-05-02,6,Évidemment,La Zarra,70
2023-05-02,7,Solo,BLANKA,70
2023-05-02,8,Unicorn,Noa Kirel,68
2023-05-02,9,Burning Daylight,Mia Nicolai,68
2023-05-02,10,Who the Hell Is Edgar?,TEYA,67
2023-05-02,11,My Sister's Crown,Vesna,67
2023-05-02,12,Future Lover,Brunette,62
2023-05-02,13,Carpe Diem,Joker Out,62
2023-05-02,14,Because Of You,Gustaph,62
2023-05-02,15,Samo mi se spava,Luke Black,61
2023-05-02,16,EAEA,Blanca Paloma,61
2023-05-02,17,Watergun,Remo Forrer,61
2023-05-02,18,Heart of Steel - Eurovision Version,TVORCHI,60
2023-05-02,19,Soarele si Luna,Pasha Parfeni,60
2023-05-02,20,Ai Coração,Various Artists,60
2023-05-02,21,Breaking My Heart,Reiley,60
2023-05-02,22,Break a Broken Heart,Andrew Lambrou,60
2023-05-02,23,Bridges,ALIKA,59
2023-05-02,24,Echo - Eurovision 2023 - Georgia,Iru,58
2023-05-02,25,POWER,Diljá,58
2023-05-02,26,Promise,Voyager,58
2023-05-02,27,Dance (Our Own Party),The Busker,57
2023-05-02,28,Aijā,Sudden Lights,57
2023-05-02,29,Mama ŠČ!,Let 3,57
2023-05-02,30,We Are One,Wild Youth,56
2023-05-02,31,Blood & Glitter,Lord Of The Lost,56
2023-05-02,32,What They Say,Victor Vernicos,56
2023-05-02,33,Stay,Monika Linkyte,55
2023-05-02,34,Tell Me More,TuralTuranX,55
2023-05-02,35,D.G.T (Off And On),Theodor Andrei,54
2023-05-02,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-05-02,37,Like an Animal,Piqued Jacks,51
2023-05-03,1,Tattoo,Loreen,84
2023-05-03,2,Queen of Kings,Alessandra,79
2023-05-03,3,Due Vite,Marco Mengoni,77
2023-05-03,4,Cha Cha Cha,Käärijä,74
2023-05-03,5,I Wrote A Song,Mae Muller,70
2023-05-03,6,Évidemment,La Zarra,70
2023-05-03,7,Solo,BLANKA,70
2023-05-03,8,Unicorn,Noa Kirel,68
2023-05-03,9,Burning Daylight,Mia Nicolai,68
2023-05-03,10,Who the Hell Is Edgar?,TEYA,67
2023-05-03,11,My Sister's Crown,Vesna,66
2023-05-03,12,Future Lover,Brunette,62
2023-05-03,13,Carpe Diem,Joker Out,62
2023-05-03,14,Because Of You,Gustaph,62
2023-05-03,15,Watergun,Remo Forrer,61
2023-05-03,16,Samo mi se spava,Luke Black,61
2023-05-03,17,EAEA,Blanca Paloma,61
2023-05-03,18,Heart of Steel - Eurovision Version,TVORCHI,60
2023-05-03,19,Soarele si Luna,Pasha Parfeni,60
2023-05-03,20,Ai Coração,Various Artists,60
2023-05-03,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-03,22,Breaking My Heart,Reiley,60
2023-05-03,23,Bridges,ALIKA,59
2023-05-03,24,Promise,Voyager,58
2023-05-03,25,POWER,Diljá,58
2023-05-03,26,Echo - Eurovision 2023 - Georgia,Iru,58
2023-05-03,27,Dance (Our Own Party),The Busker,57
2023-05-03,28,Aijā,Sudden Lights,57
2023-05-03,29,Mama ŠČ!,Let 3,57
2023-05-03,30,We Are One,Wild Youth,56
2023-05-03,31,Blood & Glitter,Lord Of The Lost,56
2023-05-03,32,What They Say,Victor Vernicos,56
2023-05-03,33,Stay,Monika Linkyte,55
2023-05-03,34,Tell Me More,TuralTuranX,55
2023-05-03,35,D.G.T (Off And On),Theodor Andrei,54
2023-05-03,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-05-03,37,Like an Animal,Piqued Jacks,51
2023-05-04,1,Tattoo,Loreen,84
2023-05-04,2,Queen of Kings,Alessandra,79
2023-05-04,3,Due Vite,Marco Mengoni,77
2023-05-04,4,Cha Cha Cha,Käärijä,74
2023-05-04,5,I Wrote A Song,Mae Muller,70
2023-05-04,6,Évidemment,La Zarra,70
2023-05-04,7,Solo,BLANKA,70
2023-05-04,8,Unicorn,Noa Kirel,68
2023-05-04,9,Burning Daylight,Mia Nicolai,68
2023-05-04,10,Who the Hell Is Edgar?,TEYA,67
2023-05-04,11,My Sister's Crown,Vesna,67
2023-05-04,12,Future Lover,Brunette,63
2023-05-04,13,Because Of You,Gustaph,63
2023-05-04,14,Carpe Diem,Joker Out,62
2023-05-04,15,Heart of Steel - Eurovision Version,TVORCHI,61
2023-05-04,16,Soarele si Luna,Pasha Parfeni,61
2023-05-04,17,Watergun,Remo Forrer,61
2023-05-04,18,Samo mi se spava,Luke Black,61
2023-05-04,19,EAEA,Blanca Paloma,61
2023-05-04,20,Ai Coração,Various Artists,60
2023-05-04,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-04,22,Breaking My Heart,Reiley,60
2023-05-04,23,Promise,Voyager,59
2023-05-04,24,Bridges,ALIKA,59
2023-05-04,25,Dance (Our Own Party),The Busker,58
2023-05-04,26,POWER,Diljá,58
2023-05-04,27,Echo - Eurovision 2023 - Georgia,Iru,58
2023-05-04,28,Aijā,Sudden Lights,58
2023-05-04,29,We Are One,Wild Youth,57
2023-05-04,30,Mama ŠČ!,Let 3,57
2023-05-04,31,Blood & Glitter,Lord Of The Lost,56
2023-05-04,32,What They Say,Victor Vernicos,56
2023-05-04,33,Stay,Monika Linkyte,55
2023-05-04,34,Tell Me More,TuralTuranX,55
2023-05-04,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-04,36,Like an Animal,Piqued Jacks,52
2023-05-04,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-05-05,1,Tattoo,Loreen,84
2023-05-05,2,Queen of Kings,Alessandra,79
2023-05-05,3,Due Vite,Marco Mengoni,77
2023-05-05,4,Cha Cha Cha,Käärijä,74
2023-05-05,5,I Wrote A Song,Mae Muller,70
2023-05-05,6,Évidemment,La Zarra,70
2023-05-05,7,Solo,BLANKA,70
2023-05-05,8,Unicorn,Noa Kirel,68
2023-05-05,9,Burning Daylight,Mia Nicolai,68
2023-05-05,10,Who the Hell Is Edgar?,TEYA,67
2023-05-05,11,My Sister's Crown,Vesna,67
2023-05-05,12,Future Lover,Brunette,63
2023-05-05,13,Because Of You,Gustaph,63
2023-05-05,14,Carpe Diem,Joker Out,62
2023-05-05,15,Heart of Steel - Eurovision Version,TVORCHI,61
2023-05-05,16,Soarele si Luna,Pasha Parfeni,61
2023-05-05,17,Watergun,Remo Forrer,61
2023-05-05,18,Samo mi se spava,Luke Black,61
2023-05-05,19,EAEA,Blanca Paloma,61
2023-05-05,20,Ai Coração,Various Artists,60
2023-05-05,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-05,22,Breaking My Heart,Reiley,60
2023-05-05,23,Promise,Voyager,59
2023-05-05,24,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-05,25,Bridges,ALIKA,59
2023-05-05,26,Dance (Our Own Party),The Busker,58
2023-05-05,27,POWER,Diljá,58
2023-05-05,28,Aijā,Sudden Lights,58
2023-05-05,29,We Are One,Wild Youth,57
2023-05-05,30,Blood & Glitter,Lord Of The Lost,57
2023-05-05,31,Mama ŠČ!,Let 3,57
2023-05-05,32,Stay,Monika Linkyte,56
2023-05-05,33,What They Say,Victor Vernicos,56
2023-05-05,34,Tell Me More,TuralTuranX,55
2023-05-05,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-05,36,Like an Animal,Piqued Jacks,52
2023-05-05,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,52
2023-05-06,1,Tattoo,Loreen,84
2023-05-06,2,Queen of Kings,Alessandra,79
2023-05-06,3,Due Vite,Marco Mengoni,77
2023-05-06,4,Cha Cha Cha,Käärijä,74
2023-05-06,5,I Wrote A Song,Mae Muller,70
2023-05-06,6,Évidemment,La Zarra,70
2023-05-06,7,Solo,BLANKA,70
2023-05-06,8,Unicorn,Noa Kirel,68
2023-05-06,9,Burning Daylight,Mia Nicolai,68
2023-05-06,10,Who the Hell Is Edgar?,TEYA,67
2023-05-06,11,My Sister's Crown,Vesna,67
2023-05-06,12,Future Lover,Brunette,63
2023-05-06,13,Because Of You,Gustaph,63
2023-05-06,14,Carpe Diem,Joker Out,62
2023-05-06,15,EAEA,Blanca Paloma,62
2023-05-06,16,Heart of Steel - Eurovision Version,TVORCHI,61
2023-05-06,17,Soarele si Luna,Pasha Parfeni,61
2023-05-06,18,Watergun,Remo Forrer,61
2023-05-06,19,Samo mi se spava,Luke Black,61
2023-05-06,20,Ai Coração,Various Artists,60
2023-05-06,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-06,22,Breaking My Heart,Reiley,60
2023-05-06,23,Promise,Voyager,59
2023-05-06,24,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-06,25,Bridges,ALIKA,59
2023-05-06,26,Dance (Our Own Party),The Busker,58
2023-05-06,27,POWER,Diljá,58
2023-05-06,28,Aijā,Sudden Lights,58
2023-05-06,29,Mama ŠČ!,Let 3,58
2023-05-06,30,We Are One,Wild Youth,57
2023-05-06,31,Blood & Glitter,Lord Of The Lost,57
2023-05-06,32,Stay,Monika Linkyte,56
2023-05-06,33,What They Say,Victor Vernicos,56
2023-05-06,34,Tell Me More,TuralTuranX,55
2023-05-06,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-06,36,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
2023-05-06,37,Like an Animal,Piqued Jacks,52
2023-05-07,1,Tattoo,Loreen,84
2023-05-07,2,Queen of Kings,Alessandra,79
2023-05-07,3,Due Vite,Marco Mengoni,77
2023-05-07,4,Cha Cha Cha,Käärijä,74
2023-05-07,5,I Wrote A Song,Mae Muller,70
2023-05-07,6,Évidemment,La Zarra,70
2023-05-07,7,Solo,BLANKA,70
2023-05-07,8,Who the Hell Is Edgar?,TEYA,68
2023-05-07,9,Unicorn,Noa Kirel,68
2023-05-07,10,Burning Daylight,Mia Nicolai,68
2023-05-07,11,My Sister's Crown,Vesna,67
2023-05-07,12,Future Lover,Brunette,63
2023-05-07,13,Because Of You,Gustaph,63
2023-05-07,14,Heart of Steel - Eurovision Version,TVORCHI,62
2023-05-07,15,Carpe Diem,Joker Out,62
2023-05-07,16,Watergun,Remo Forrer,62
2023-05-07,17,Samo mi se spava,Luke Black,62
2023-05-07,18,EAEA,Blanca Paloma,62
2023-05-07,19,Soarele si Luna,Pasha Parfeni,61
2023-05-07,20,Ai Coração,Various Artists,61
2023-05-07,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-07,22,Breaking My Heart,Reiley,60
2023-05-07,23,Bridges,ALIKA,60
2023-05-07,24,Promise,Voyager,59
2023-05-07,25,POWER,Diljá,59
2023-05-07,26,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-07,27,Dance (Our Own Party),The Busker,58
2023-05-07,28,Aijā,Sudden Lights,58
2023-05-07,29,Mama ŠČ!,Let 3,58
2023-05-07,30,We Are One,Wild Youth,57
2023-05-07,31,Blood & Glitter,Lord Of The Lost,57
2023-05-07,32,What They Say,Victor Vernicos,57
2023-05-07,33,Stay,Monika Linkyte,56
2023-05-07,34,Tell Me More,TuralTuranX,56
2023-05-07,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-07,36,Like an Animal,Piqued Jacks,53
2023-05-07,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
2023-05-08,1,Tattoo,Loreen,84
2023-05-08,2,Queen of Kings,Alessandra,79
2023-05-08,3,Due Vite,Marco Mengoni,77
2023-05-08,4,Cha Cha Cha,Käärijä,74
2023-05-08,5,Évidemment,La Zarra,71
2023-05-08,6,Solo,BLANKA,71
2023-05-08,7,I Wrote A Song,Mae Muller,70
2023-05-08,8,Who the Hell Is Edgar?,TEYA,68
2023-05-08,9,Unicorn,Noa Kirel,68
2023-05-08,10,Burning Daylight,Mia Nicolai,68
2023-05-08,11,My Sister's Crown,Vesna,67
2023-05-08,12,Future Lover,Brunette,63
2023-05-08,13,Carpe Diem,Joker Out,63
2023-05-08,14,Because Of You,Gustaph,63
2023-05-08,15,Heart of Steel - Eurovision Version,TVORCHI,62
2023-05-08,16,Soarele si Luna,Pasha Parfeni,62
2023-05-08,17,Watergun,Remo Forrer,62
2023-05-08,18,Samo mi se spava,Luke Black,62
2023-05-08,19,EAEA,Blanca Paloma,62
2023-05-08,20,Ai Coração,Various Artists,61
2023-05-08,21,Break a Broken Heart,Andrew Lambrou,61
2023-05-08,22,Breaking My Heart,Reiley,60
2023-05-08,23,Bridges,ALIKA,60
2023-05-08,24,Promise,Voyager,59
2023-05-08,25,Dance (Our Own Party),The Busker,59
2023-05-08,26,POWER,Diljá,59
2023-05-08,27,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-08,28,We Are One,Wild Youth,58
2023-05-08,29,Aijā,Sudden Lights,58
2023-05-08,30,Mama ŠČ!,Let 3,58
2023-05-08,31,Blood & Glitter,Lord Of The Lost,57
2023-05-08,32,What They Say,Victor Vernicos,57
2023-05-08,33,Stay,Monika Linkyte,56
2023-05-08,34,Tell Me More,TuralTuranX,56
2023-05-08,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-08,36,Like an Animal,Piqued Jacks,53
2023-05-08,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
2023-05-09,1,Tattoo,Loreen,84
2023-05-09,2,Queen of Kings,Alessandra,79
2023-05-09,3,Due Vite,Marco Mengoni,77
2023-05-09,4,Cha Cha Cha,Käärijä,74
2023-05-09,5,Évidemment,La Zarra,71
2023-05-09,6,Solo,BLANKA,71
2023-05-09,7,I Wrote A Song,Mae Muller,70
2023-05-09,8,Who the Hell Is Edgar?,TEYA,68
2023-05-09,9,Unicorn,Noa Kirel,68
2023-05-09,10,Burning Daylight,Mia Nicolai,68
2023-05-09,11,My Sister's Crown,Vesna,67
2023-05-09,12,Future Lover,Brunette,63
2023-05-09,13,Carpe Diem,Joker Out,63
2023-05-09,14,Because Of You,Gustaph,63
2023-05-09,15,Heart of Steel - Eurovision Version,TVORCHI,62
2023-05-09,16,Soarele si Luna,Pasha Parfeni,62
2023-05-09,17,Watergun,Remo Forrer,62
2023-05-09,18,Samo mi se spava,Luke Black,62
2023-05-09,19,EAEA,Blanca Paloma,62
2023-05-09,20,Ai Coração,Various Artists,61
2023-05-09,21,Break a Broken Heart,Andrew Lambrou,61
2023-05-09,22,Breaking My Heart,Reiley,60
2023-05-09,23,Bridges,ALIKA,60
2023-05-09,24,Promise,Voyager,59
2023-05-09,25,Dance (Our Own Party),The Busker,59
2023-05-09,26,POWER,Diljá,59
2023-05-09,27,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-09,28,We Are One,Wild Youth,58
2023-05-09,29,Aijā,Sudden Lights,58
2023-05-09,30,Mama ŠČ!,Let 3,58
2023-05-09,31,Blood & Glitter,Lord Of The Lost,57
2023-05-09,32,What They Say,Victor Vernicos,57
2023-05-09,33,Stay,Monika Linkyte,56
2023-05-09,34,Tell Me More,TuralTuranX,56
2023-05-09,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-09,36,Like an Animal,Piqued Jacks,53
2023-05-09,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
2023-05-10,1,Tattoo,Loreen,84
2023-05-10,2,Queen of Kings,Alessandra,79
2023-05-10,3,Due Vite,Marco Mengoni,77
2023-05-10,4,Cha Cha Cha,Käärijä,74
2023-05-10,5,I Wrote A Song,Mae Muller,71
2023-05-10,6,Évidemment,La Zarra,71
2023-05-10,7,Solo,BLANKA,71
2023-05-10,8,Who the Hell Is Edgar?,TEYA,68
2023-05-10,9,Unicorn,Noa Kirel,68
2023-05-10,10,Burning Daylight,Mia Nicolai,68
2023-05-10,11,My Sister's Crown,Vesna,67
2023-05-10,12,Future Lover,Brunette,64
2023-05-10,13,Carpe Diem,Joker Out,63
2023-05-10,14,Because Of You,Gustaph,63
2023-05-10,15,Heart of Steel - Eurovision Version,TVORCHI,62
2023-05-10,16,Soarele si Luna,Pasha Parfeni,62
2023-05-10,17,Watergun,Remo Forrer,62
2023-05-10,18,Samo mi se spava,Luke Black,62
2023-05-10,19,EAEA,Blanca Paloma,62
2023-05-10,20,Ai Coração,Various Artists,61
2023-05-10,21,Break a Broken Heart,Andrew Lambrou,61
2023-05-10,22,Breaking My Heart,Reiley,61
2023-05-10,23,Promise,Voyager,60
2023-05-10,24,Bridges,ALIKA,60
2023-05-10,25,Dance (Our Own Party),The Busker,59
2023-05-10,26,POWER,Diljá,59
2023-05-10,27,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-10,28,Aijā,Sudden Lights,59
2023-05-10,29,We Are One,Wild Youth,58
2023-05-10,30,Blood & Glitter,Lord Of The Lost,58
2023-05-10,31,Mama ŠČ!,Let 3,58
2023-05-10,32,Stay,Monika Linkyte,57
2023-05-10,33,What They Say,Victor Vernicos,57
2023-05-10,34,Tell Me More,TuralTuranX,56
2023-05-10,35,D.G.T (Off And On),Theodor Andrei,56
2023-05-10,36,Like an Animal,Piqued Jacks,54
2023-05-10,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
2023-05-11,1,Tattoo,Loreen,84
2023-05-11,2,Queen of Kings,Alessandra,79
2023-05-11,3,Due Vite,Marco Mengoni,77
2023-05-11,4,Cha Cha Cha,Käärijä,75
2023-05-11,5,Évidemment,La Zarra,72
2023-05-11,6,I Wrote A Song,Mae Muller,71
2023-05-11,7,Solo,BLANKA,71
2023-05-11,8,Who the Hell Is Edgar?,TEYA,69
2023-05-11,9,Unicorn,Noa Kirel,69
2023-05-11,10,Burning Daylight,Mia Nicolai,69
2023-05-11,11,My Sister's Crown,Vesna,68
2023-05-11,12,Future Lover,Brunette,65
2023-05-11,13,Heart of Steel - Eurovision Version,TVORCHI,64
2023-05-11,14,Carpe Diem,Joker Out,64
2023-05-11,15,Because Of You,Gustaph,64
2023-05-11,16,Soarele si Luna,Pasha Parfeni,63
2023-05-11,17,Watergun,Remo Forrer,63
2023-05-11,18,Samo mi se spava,Luke Black,63
2023-05-11,19,EAEA,Blanca Paloma,63
2023-05-11,20,Ai Coração,Various Artists,62
2023-05-11,21,Break a Broken Heart,Andrew Lambrou,62
2023-05-11,22,Breaking My Heart,Reiley,62
2023-05-11,23,Promise,Voyager,61
2023-05-11,24,Bridges,ALIKA,61
2023-05-11,25,POWER,Diljá,60
2023-05-11,26,Echo - Eurovision 2023 - Georgia,Iru,60
2023-05-11,27,Mama ŠČ!,Let 3,60
2023-05-11,28,Dance (Our Own Party),The Busker,60
2023-05-11,29,Aijā,Sudden Lights,60
2023-05-11,30,Blood & Glitter,Lord Of The Lost,59
2023-05-11,31,We Are One,Wild Youth,59
2023-05-11,32,Stay,Monika Linkyte,58
2023-05-11,33,What They Say,Victor Vernicos,58
2023-05-11,34,Tell Me More,TuralTuranX,58
2023-05-11,35,D.G.T (Off And On),Theodor Andrei,57
