ID,Target
ID_TM3XAXK x m3,7.649499642478602
ID_TM3XAXK x m4,8.142502522326081
ID_TM3XAXK x m5,8.040501926495569
ID_TM3XAXK x m6,8.380503912597279
ID_ZLW8XIB x m1,7.717500039698944
ID_ZLW8XIB x m2,8.193502820241338
ID_ZLW8XIB x m3,7.938501330665055
ID_ZLW8XIB x m4,7.853500834139627
ID_ZLW8XIB x m5,7.649499642478602
ID_ZLW8XIB x m6,7.870500933444713
ID_1BNGN87 x m1,7.887501032749799
ID_1BNGN87 x m2,8.363503813292192
ID_1BNGN87 x m3,7.802500536224372
ID_1BNGN87 x m4,8.020066158187232
ID_1BNGN87 x m5,7.9010654630516335
ID_1BNGN87 x m6,8.07450212510574
ID_Q3HMVET x m1,7.598499344563345
ID_Q3HMVET x m2,7.646063973475351
ID_Q3HMVET x m3,8.29550341607185
ID_Q3HMVET x m4,7.717500039698944
ID_Q3HMVET x m5,6.82221669195042
ID_Q3HMVET x m6,7.683499841088773
ID_6NI55NC x m1,7.853500834139627
ID_6NI55NC x m2,7.547499046648089
ID_6NI55NC x m3,7.612063774865179
ID_6NI55NC x m4,7.955501429970141
ID_6NI55NC x m5,7.904501132054884
ID_6NI55NC x m6,7.955501429970141
ID_DQ0DH6B x m1,7.918065562356718
ID_DQ0DH6B x m2,7.802500536224372
ID_DQ0DH6B x m3,7.531814487895545
ID_DQ0DH6B x m4,6.4992148051537955
ID_DQ0DH6B x m5,7.918065562356718
ID_DQ0DH6B x m6,7.95206576096689
ID_O25689X x m1,7.765064668610949
ID_O25689X x m2,7.112740349963632
ID_O25689X x m3,8.176502720936252
ID_O25689X x m4,7.547499046648089
ID_O25689X x m5,6.016879170510441
ID_O25689X x m6,7.904501132054884
ID_36O2OB3 x m1,7.331154401184808
ID_36O2OB3 x m2,7.741744024251795
ID_36O2OB3 x m3,7.510063179034667
ID_36O2OB3 x m4,7.904501132054884
ID_36O2OB3 x m5,7.632499543173516
ID_36O2OB3 x m6,6.961054996770404
ID_OGPN17A x m1,7.751500238309115
ID_OGPN17A x m2,4.506073648629048
ID_OGPN17A x m3,7.765064668610949
ID_OGPN17A x m4,7.683499841088773
ID_OGPN17A x m5,5.892107037417608
ID_OGPN17A x m6,7.717500039698944
ID_ZTUW0C5 x m1,7.544063377644838
ID_ZTUW0C5 x m2,6.863093347815191
ID_ZTUW0C5 x m3,7.782064767916035
ID_ZTUW0C5 x m4,6.215108924214232
ID_ZTUW0C5 x m5,8.224067349848259
ID_ZTUW0C5 x m6,7.748064569305864
ID_4Q7KSVX x m1,8.173067051933002
ID_4Q7KSVX x m2,7.680064172085522
ID_4Q7KSVX x m3,8.07106645610249
ID_4Q7KSVX x m4,8.07106645610249
ID_4Q7KSVX x m5,6.843529757126631
ID_4Q7KSVX x m6,8.159502621631166
ID_F5UIJTT x m1,7.751500238309115
ID_F5UIJTT x m2,7.364105510459132
ID_F5UIJTT x m3,7.531814487895545
ID_F5UIJTT x m4,7.697064271390607
ID_F5UIJTT x m5,7.629063874170265
ID_F5UIJTT x m6,4.9584859638995304
ID_16G4N9X x m1,7.544063377644838
ID_16G4N9X x m2,5.776529625867168
ID_16G4N9X x m3,7.629063874170265
ID_16G4N9X x m4,5.28484228657223
ID_16G4N9X x m5,7.850065165136376
ID_16G4N9X x m6,7.972501529275226
ID_DPTU9YK x m1,7.918065562356718
ID_DPTU9YK x m2,7.782064767916035
ID_DPTU9YK x m3,7.935065661661804
ID_DPTU9YK x m4,8.037066257492317
ID_DPTU9YK x m5,8.156066952627915
ID_DPTU9YK x m6,7.561063476949923
ID_BNYM56N x m1,7.595063675560094
ID_BNYM56N x m2,7.442062781814324
ID_BNYM56N x m3,7.646063973475351
ID_BNYM56N x m4,7.816064966526206
ID_BNYM56N x m5,8.088066555407574
ID_BNYM56N x m6,7.867065264441463
ID_K1YSI7Y x m1,7.45906288111941
ID_K1YSI7Y x m2,7.816064966526206
ID_K1YSI7Y x m3,7.765064668610949
ID_K1YSI7Y x m4,7.527063278339752
ID_K1YSI7Y x m5,7.612063774865179
ID_K1YSI7Y x m6,7.748064569305864
ID_DIAFK3H x m1,8.295737134818703
ID_DIAFK3H x m2,7.612063774865179
ID_DIAFK3H x m3,7.476062980424496
ID_DIAFK3H x m4,7.663064072780436
ID_DIAFK3H x m5,7.748064569305864
ID_DIAFK3H x m6,7.850065165136376
ID_4DEUHL6 x m1,7.986065959577061
ID_4DEUHL6 x m2,7.79906486722112
ID_4DEUHL6 x m3,7.544063377644838
ID_4DEUHL6 x m4,7.680064172085522
ID_4DEUHL6 x m5,7.595063675560094
ID_4DEUHL6 x m6,7.782064767916035
ID_KFRKAVC x m1,7.561063476949923
ID_KFRKAVC x m2,7.510063179034667
ID_KFRKAVC x m3,7.425062682509239
ID_KFRKAVC x m4,7.629063874170265
ID_KFRKAVC x m5,7.969065860271975
ID_KFRKAVC x m6,7.79906486722112
ID_UOT1MF3 x m1,7.544063377644838
ID_UOT1MF3 x m2,7.714064370695692
ID_UOT1MF3 x m3,7.833065065831292
ID_UOT1MF3 x m4,7.442062781814324
ID_UOT1MF3 x m5,7.782064767916035
ID_UOT1MF3 x m6,7.595063675560094
ID_3LL2DY5 x m1,7.9010654630516335
ID_3LL2DY5 x m2,7.612063774865179
ID_3LL2DY5 x m3,8.037066257492317
ID_3LL2DY5 x m4,7.731064470000778
ID_3LL2DY5 x m5,7.986065959577061
ID_3LL2DY5 x m6,7.45906288111941
ID_F95K9HA x m1,7.180740747183974
ID_F95K9HA x m2,7.663064072780436
ID_F95K9HA x m3,7.867065264441463
ID_F95K9HA x m4,7.714064370695692
ID_F95K9HA x m5,8.496068938729625
ID_F95K9HA x m6,7.544063377644838
ID_F0XZ25Q x m1,7.646063973475351
ID_F0XZ25Q x m2,7.680064172085522
ID_F0XZ25Q x m3,7.816064966526206
ID_F0XZ25Q x m4,7.663064072780436
ID_F0XZ25Q x m5,7.986065959577061
ID_F0XZ25Q x m6,8.07106645610249
ID_0U9QWZ8 x m1,7.45906288111941
ID_0U9QWZ8 x m2,7.561063476949923
ID_0U9QWZ8 x m3,7.45906288111941
ID_0U9QWZ8 x m4,7.578063576255008
ID_0U9QWZ8 x m5,7.629063874170265
ID_0U9QWZ8 x m6,7.510063179034667
ID_96P10ZQ x m1,7.833065065831292
ID_96P10ZQ x m2,7.561063476949923
ID_96P10ZQ x m3,7.561063476949923
ID_96P10ZQ x m4,7.714064370695692
ID_96P10ZQ x m5,7.612063774865179
ID_96P10ZQ x m6,7.561063476949923
ID_DQKOLGV x m1,8.122066754017744
ID_DQKOLGV x m2,7.680064172085522
ID_DQKOLGV x m3,7.595063675560094
ID_DQKOLGV x m4,7.765064668610949
ID_DQKOLGV x m5,7.646063973475351
ID_DQKOLGV x m6,7.544063377644838
ID_3CKJLY2 x m1,7.595063675560094
ID_3CKJLY2 x m2,7.476062980424496
ID_3CKJLY2 x m3,8.088066555407574
ID_3CKJLY2 x m4,7.493063079729581
ID_3CKJLY2 x m5,8.020066158187232
ID_3CKJLY2 x m6,7.443378322366867
ID_LGHVCHY x m1,7.663064072780436
ID_LGHVCHY x m2,7.612063774865179
ID_LGHVCHY x m3,7.527063278339752
ID_LGHVCHY x m4,7.476062980424496
ID_LGHVCHY x m5,7.782064767916035
ID_LGHVCHY x m6,7.918065562356718
ID_4SD0PDQ x m1,8.003066058882146
ID_4SD0PDQ x m2,7.595063675560094
ID_4SD0PDQ x m3,7.527063278339752
ID_4SD0PDQ x m4,7.9010654630516335
ID_4SD0PDQ x m5,8.13906685332283
ID_4SD0PDQ x m6,8.020066158187232
ID_P4QR91O x m1,7.612063774865179
ID_P4QR91O x m2,7.9010654630516335
ID_P4QR91O x m3,7.782064767916035
ID_P4QR91O x m4,7.680064172085522
ID_P4QR91O x m5,7.663064072780436
ID_P4QR91O x m6,8.122066754017744
ID_Q6KY7OB x m1,7.442062781814324
ID_Q6KY7OB x m2,7.629063874170265
ID_Q6KY7OB x m3,7.408062583204154
ID_Q6KY7OB x m4,7.680064172085522
ID_Q6KY7OB x m5,7.629063874170265
ID_Q6KY7OB x m6,7.986065959577061
ID_44QE5VP x m1,7.765064668610949
ID_44QE5VP x m2,7.443378322366867
ID_44QE5VP x m3,7.544063377644838
ID_44QE5VP x m4,7.765064668610949
ID_44QE5VP x m5,7.9010654630516335
ID_44QE5VP x m6,7.544063377644838
ID_JLQCIO4 x m1,7.578063576255008
ID_JLQCIO4 x m2,7.986065959577061
ID_JLQCIO4 x m3,7.595063675560094
ID_JLQCIO4 x m4,7.816064966526206
ID_JLQCIO4 x m5,8.105066654712658
ID_JLQCIO4 x m6,7.646063973475351
ID_MMX4UDJ x m1,7.527063278339752
ID_MMX4UDJ x m2,7.918065562356718
ID_MMX4UDJ x m3,7.782064767916035
ID_MMX4UDJ x m4,7.595063675560094
ID_MMX4UDJ x m5,7.850065165136376
ID_MMX4UDJ x m6,7.867065264441463
ID_8CV4H96 x m1,7.663064072780436
ID_8CV4H96 x m2,7.969065860271975
ID_8CV4H96 x m3,7.765064668610949
ID_8CV4H96 x m4,7.646063973475351
ID_8CV4H96 x m5,7.697064271390607
ID_8CV4H96 x m6,7.969065860271975
ID_YKEWJ2S x m1,7.969065860271975
ID_YKEWJ2S x m2,7.697064271390607
ID_YKEWJ2S x m3,7.663064072780436
ID_YKEWJ2S x m4,7.527063278339752
ID_YKEWJ2S x m5,7.95206576096689
ID_YKEWJ2S x m6,7.493063079729581
ID_Q2KJCXE x m1,7.680064172085522
ID_Q2KJCXE x m2,7.918065562356718
ID_Q2KJCXE x m3,7.578063576255008
ID_Q2KJCXE x m4,7.833065065831292
ID_Q2KJCXE x m5,7.986065959577061
ID_Q2KJCXE x m6,7.544063377644838
ID_6HNT2AW x m1,7.79906486722112
ID_6HNT2AW x m2,7.595063675560094
ID_6HNT2AW x m3,7.680064172085522
ID_6HNT2AW x m4,7.561063476949923
ID_6HNT2AW x m5,7.765064668610949
ID_6HNT2AW x m6,7.443378322366867
ID_SRSV8JP x m1,7.680064172085522
ID_SRSV8JP x m2,7.884065363746547
ID_SRSV8JP x m3,7.884065363746547
ID_SRSV8JP x m4,7.731064470000778
ID_SRSV8JP x m5,8.173067051933002
ID_SRSV8JP x m6,7.476062980424496
ID_HUUC633 x m1,7.782064767916035
ID_HUUC633 x m2,7.884065363746547
ID_HUUC633 x m3,7.731064470000778
ID_HUUC633 x m4,7.782064767916035
ID_HUUC633 x m5,7.544063377644838
ID_HUUC633 x m6,7.561063476949923
ID_Z0Z1KJG x m1,7.595063675560094
ID_Z0Z1KJG x m2,7.714064370695692
ID_Z0Z1KJG x m3,7.782064767916035
ID_Z0Z1KJG x m4,8.122066754017744
ID_Z0Z1KJG x m5,7.816064966526206
ID_Z0Z1KJG x m6,7.45906288111941
ID_OFCE0OY x m1,8.088066555407574
ID_OFCE0OY x m2,7.629063874170265
ID_OFCE0OY x m3,7.663064072780436
ID_OFCE0OY x m4,7.663064072780436
ID_OFCE0OY x m5,7.79906486722112
ID_OFCE0OY x m6,7.527063278339752
ID_8JGH52F x m1,7.697064271390607
ID_8JGH52F x m2,7.850065165136376
ID_8JGH52F x m3,7.884065363746547
ID_8JGH52F x m4,7.95206576096689
ID_8JGH52F x m5,7.748064569305864
ID_8JGH52F x m6,8.173067051933002
ID_LDBM3WE x m1,7.833065065831292
ID_LDBM3WE x m2,7.697064271390607
ID_LDBM3WE x m3,7.765064668610949
ID_LDBM3WE x m4,7.986065959577061
ID_LDBM3WE x m5,7.442062781814324
ID_LDBM3WE x m6,7.629063874170265
ID_AD1S39K x m1,8.275067647763514
ID_AD1S39K x m2,7.714064370695692
ID_AD1S39K x m3,7.527063278339752
ID_AD1S39K x m4,7.561063476949923
ID_AD1S39K x m5,7.969065860271975
ID_AD1S39K x m6,7.850065165136376
ID_LW63UHJ x m1,8.037066257492317
ID_LW63UHJ x m2,7.527063278339752
ID_LW63UHJ x m3,7.918065562356718
ID_LW63UHJ x m4,7.816064966526206
ID_LW63UHJ x m5,7.731064470000778
ID_LW63UHJ x m6,7.79906486722112
ID_290EB8N x m1,7.714064370695692
ID_290EB8N x m2,7.595063675560094
ID_290EB8N x m3,7.493063079729581
ID_290EB8N x m4,8.003066058882146
ID_290EB8N x m5,7.527063278339752
ID_290EB8N x m6,7.850065165136376
ID_PSQA45D x m1,7.663064072780436
ID_PSQA45D x m2,7.714064370695692
ID_PSQA45D x m3,7.442062781814324
ID_PSQA45D x m4,7.595063675560094
ID_PSQA45D x m5,7.816064966526206
ID_PSQA45D x m6,7.986065959577061
ID_8747KJU x m1,8.088066555407574
ID_8747KJU x m2,7.9010654630516335
ID_8747KJU x m3,7.595063675560094
ID_8747KJU x m4,7.493063079729581
ID_8747KJU x m5,7.79906486722112
ID_8747KJU x m6,7.442062781814324
ID_VT05YRJ x m1,7.850065165136376
ID_VT05YRJ x m2,7.629063874170265
ID_VT05YRJ x m3,8.020066158187232
ID_VT05YRJ x m4,7.578063576255008
ID_VT05YRJ x m5,7.765064668610949
ID_VT05YRJ x m6,7.731064470000778
ID_OVVJI4H x m1,7.833065065831292
ID_OVVJI4H x m2,7.816064966526206
ID_OVVJI4H x m3,7.595063675560094
ID_OVVJI4H x m4,7.918065562356718
ID_OVVJI4H x m5,7.476062980424496
ID_OVVJI4H x m6,7.595063675560094
ID_3GAR7ET x m1,7.782064767916035
ID_3GAR7ET x m2,7.884065363746547
ID_3GAR7ET x m3,7.595063675560094
ID_3GAR7ET x m4,7.595063675560094
ID_3GAR7ET x m5,7.748064569305864
ID_3GAR7ET x m6,8.105066654712658
ID_FXWUUAC x m1,7.680064172085522
ID_FXWUUAC x m2,7.697064271390607
ID_FXWUUAC x m3,8.054066356797403
ID_FXWUUAC x m4,8.020066158187232
ID_FXWUUAC x m5,7.476062980424496
ID_FXWUUAC x m6,8.003066058882146
ID_GRREE4S x m1,7.731064470000778
ID_GRREE4S x m2,8.156066952627915
ID_GRREE4S x m3,7.833065065831292
ID_GRREE4S x m4,7.731064470000778
ID_GRREE4S x m5,7.850065165136376
ID_GRREE4S x m6,7.612063774865179
ID_NN68D8C x m1,7.493063079729581
ID_NN68D8C x m2,7.527063278339752
ID_NN68D8C x m3,8.07106645610249
ID_NN68D8C x m4,7.578063576255008
ID_NN68D8C x m5,7.850065165136376
ID_NN68D8C x m6,8.003066058882146
ID_Y0UQ291 x m1,7.765064668610949
ID_Y0UQ291 x m2,7.680064172085522
ID_Y0UQ291 x m3,7.408062583204154
ID_Y0UQ291 x m4,8.037066257492317
ID_Y0UQ291 x m5,7.578063576255008
ID_Y0UQ291 x m6,8.020066158187232
ID_9YEKQEF x m1,7.731064470000778
ID_9YEKQEF x m2,7.476062980424496
ID_9YEKQEF x m3,7.816064966526206
ID_9YEKQEF x m4,7.748064569305864
ID_9YEKQEF x m5,7.443378322366867
ID_9YEKQEF x m6,7.986065959577061
ID_XXF9R1J x m1,7.45906288111941
ID_XXF9R1J x m2,7.45906288111941
ID_XXF9R1J x m3,7.629063874170265
ID_XXF9R1J x m4,7.612063774865179
ID_XXF9R1J x m5,7.595063675560094
ID_XXF9R1J x m6,7.850065165136376
ID_79JGQRM x m1,7.629063874170265
ID_79JGQRM x m2,7.612063774865179
ID_79JGQRM x m3,7.527063278339752
ID_79JGQRM x m4,7.731064470000778
ID_79JGQRM x m5,7.697064271390607
ID_79JGQRM x m6,7.629063874170265
ID_H69NS6N x m1,7.45906288111941
ID_H69NS6N x m2,8.088066555407574
ID_H69NS6N x m3,7.918065562356718
ID_H69NS6N x m4,7.510063179034667
ID_H69NS6N x m5,7.578063576255008
ID_H69NS6N x m6,8.309067846373685
ID_5OYWJPG x m1,7.527063278339752
ID_5OYWJPG x m2,7.493063079729581
ID_5OYWJPG x m3,8.156066952627915
ID_5OYWJPG x m4,7.612063774865179
ID_5OYWJPG x m5,7.629063874170265
ID_5OYWJPG x m6,7.45906288111941
ID_LLYRMMF x m1,7.9010654630516335
ID_LLYRMMF x m2,7.986065959577061
ID_LLYRMMF x m3,8.037066257492317
ID_LLYRMMF x m4,7.748064569305864
ID_LLYRMMF x m5,7.918065562356718
ID_LLYRMMF x m6,7.867065264441463
ID_WOFR55V x m1,7.510063179034667
ID_WOFR55V x m2,7.510063179034667
ID_WOFR55V x m3,7.731064470000778
ID_WOFR55V x m4,8.122066754017744
ID_WOFR55V x m5,7.629063874170265
ID_WOFR55V x m6,7.527063278339752
ID_5J4BKO7 x m1,7.9010654630516335
ID_5J4BKO7 x m2,9.617519422754018
ID_5J4BKO7 x m3,7.612063774865179
ID_5J4BKO7 x m4,7.969065860271975
ID_5J4BKO7 x m5,7.527063278339752
ID_5J4BKO7 x m6,7.9010654630516335
ID_NG99MB7 x m1,7.782064767916035
ID_NG99MB7 x m2,7.578063576255008
ID_NG99MB7 x m3,7.782064767916035
ID_NG99MB7 x m4,7.731064470000778
ID_NG99MB7 x m5,8.020066158187232
ID_NG99MB7 x m6,7.663064072780436
ID_X16RQ6C x m1,8.088066555407574
ID_X16RQ6C x m2,7.697064271390607
ID_X16RQ6C x m3,7.663064072780436
ID_X16RQ6C x m4,7.969065860271975
ID_X16RQ6C x m5,7.578063576255008
ID_X16RQ6C x m6,7.79906486722112
ID_JTA4DYO x m1,8.054066356797403
ID_JTA4DYO x m2,7.748064569305864
ID_JTA4DYO x m3,7.9010654630516335
ID_JTA4DYO x m4,7.629063874170265
ID_JTA4DYO x m5,7.782064767916035
ID_JTA4DYO x m6,7.612063774865179
ID_H201LSJ x m1,7.748064569305864
ID_H201LSJ x m2,7.442062781814324
ID_H201LSJ x m3,7.884065363746547
ID_H201LSJ x m4,7.884065363746547
ID_H201LSJ x m5,7.663064072780436
ID_H201LSJ x m6,7.578063576255008
ID_F2N6B1Z x m1,7.79906486722112
ID_F2N6B1Z x m2,7.850065165136376
ID_F2N6B1Z x m3,7.850065165136376
ID_F2N6B1Z x m4,7.612063774865179
ID_F2N6B1Z x m5,7.45906288111941
ID_F2N6B1Z x m6,7.697064271390607
ID_DAXCCE8 x m1,7.782064767916035
ID_DAXCCE8 x m2,7.918065562356718
ID_DAXCCE8 x m3,7.680064172085522
ID_DAXCCE8 x m4,8.020066158187232
ID_DAXCCE8 x m5,7.79906486722112
ID_DAXCCE8 x m6,7.476062980424496
ID_9USOPOF x m1,7.833065065831292
ID_9USOPOF x m2,7.561063476949923
ID_9USOPOF x m3,7.646063973475351
ID_9USOPOF x m4,7.629063874170265
ID_9USOPOF x m5,7.680064172085522
ID_9USOPOF x m6,7.9010654630516335
ID_3NRMV4R x m1,8.190067151238086
ID_3NRMV4R x m2,7.629063874170265
ID_3NRMV4R x m3,7.714064370695692
ID_3NRMV4R x m4,7.867065264441463
ID_3NRMV4R x m5,7.918065562356718
ID_3NRMV4R x m6,8.190067151238086
ID_41B8BMA x m1,7.884065363746547
ID_41B8BMA x m2,8.190067151238086
ID_41B8BMA x m3,7.646063973475351
ID_41B8BMA x m4,7.9010654630516335
ID_41B8BMA x m5,6.359652424211583
ID_41B8BMA x m6,7.816064966526206
ID_7RYE3FE x m1,7.969065860271975
ID_7RYE3FE x m2,7.629063874170265
ID_7RYE3FE x m3,7.663064072780436
ID_7RYE3FE x m4,7.748064569305864
ID_7RYE3FE x m5,7.969065860271975
ID_7RYE3FE x m6,7.79906486722112
ID_SUQB6FJ x m1,7.612063774865179
ID_SUQB6FJ x m2,7.527063278339752
ID_SUQB6FJ x m3,8.020066158187232
ID_SUQB6FJ x m4,7.714064370695692
ID_SUQB6FJ x m5,7.45906288111941
ID_SUQB6FJ x m6,7.578063576255008
ID_ZR3VEJW x m1,7.95206576096689
ID_ZR3VEJW x m2,7.527063278339752
ID_ZR3VEJW x m3,7.884065363746547
ID_ZR3VEJW x m4,7.833065065831292
ID_ZR3VEJW x m5,7.714064370695692
ID_ZR3VEJW x m6,7.476062980424496
ID_M4MWAP3 x m1,8.326067945678771
ID_M4MWAP3 x m2,7.646063973475351
ID_M4MWAP3 x m3,7.680064172085522
ID_M4MWAP3 x m4,7.561063476949923
ID_M4MWAP3 x m5,7.969065860271975
ID_M4MWAP3 x m6,7.510063179034667
ID_9M6H2AC x m1,7.493063079729581
ID_9M6H2AC x m2,7.578063576255008
ID_9M6H2AC x m3,8.037066257492317
ID_9M6H2AC x m4,7.612063774865179
ID_9M6H2AC x m5,7.918065562356718
ID_9M6H2AC x m6,7.918065562356718
ID_V4QRGO3 x m1,7.850065165136376
ID_V4QRGO3 x m2,8.122066754017744
ID_V4QRGO3 x m3,7.731064470000778
ID_V4QRGO3 x m4,7.833065065831292
ID_V4QRGO3 x m5,7.544063377644838
ID_V4QRGO3 x m6,7.748064569305864
ID_0RN894V x m1,8.020066158187232
ID_0RN894V x m2,7.663064072780436
ID_0RN894V x m3,7.45906288111941
ID_0RN894V x m4,7.918065562356718
ID_0RN894V x m5,7.595063675560094
ID_0RN894V x m6,7.765064668610949
ID_YKFLIBW x m1,7.850065165136376
ID_YKFLIBW x m2,8.190067151238086
ID_YKFLIBW x m3,7.833065065831292
ID_YKFLIBW x m4,7.629063874170265
ID_YKFLIBW x m5,8.088066555407574
ID_YKFLIBW x m6,7.510063179034667
ID_F1M4IFS x m1,7.544063377644838
ID_F1M4IFS x m2,7.714064370695692
ID_F1M4IFS x m3,7.833065065831292
ID_F1M4IFS x m4,7.629063874170265
ID_F1M4IFS x m5,7.969065860271975
ID_F1M4IFS x m6,7.782064767916035
ID_J0S6A4U x m1,8.054066356797403
ID_J0S6A4U x m2,7.748064569305864
ID_J0S6A4U x m3,7.663064072780436
ID_J0S6A4U x m4,8.037066257492317
ID_J0S6A4U x m5,8.25806754845843
ID_J0S6A4U x m6,7.544063377644838
ID_2RO70BV x m1,7.493063079729581
ID_2RO70BV x m2,7.833065065831292
ID_2RO70BV x m3,7.748064569305864
ID_2RO70BV x m4,7.731064470000778
ID_2RO70BV x m5,7.510063179034667
ID_2RO70BV x m6,8.037066257492317
ID_K9P9NFF x m1,7.510063179034667
ID_K9P9NFF x m2,7.918065562356718
ID_K9P9NFF x m3,7.918065562356718
ID_K9P9NFF x m4,7.884065363746547
ID_K9P9NFF x m5,7.9010654630516335
ID_K9P9NFF x m6,8.122066754017744
ID_5EK3VA0 x m1,7.493063079729581
ID_5EK3VA0 x m2,7.833065065831292
ID_5EK3VA0 x m3,7.595063675560094
ID_5EK3VA0 x m4,7.442062781814324
ID_5EK3VA0 x m5,8.122066754017744
ID_5EK3VA0 x m6,7.663064072780436
ID_BKQN4ZD x m1,7.935065661661804
ID_BKQN4ZD x m2,7.79906486722112
ID_BKQN4ZD x m3,7.510063179034667
ID_BKQN4ZD x m4,8.020066158187232
ID_BKQN4ZD x m5,7.697064271390607
ID_BKQN4ZD x m6,7.850065165136376
ID_3F67SN6 x m1,8.105066654712658
ID_3F67SN6 x m2,7.833065065831292
ID_3F67SN6 x m3,7.782064767916035
ID_3F67SN6 x m4,8.105066654712658
ID_3F67SN6 x m5,7.527063278339752
ID_3F67SN6 x m6,7.544063377644838
ID_R25OAJ3 x m1,7.595063675560094
ID_R25OAJ3 x m2,7.731064470000778
ID_R25OAJ3 x m3,7.816064966526206
ID_R25OAJ3 x m4,7.697064271390607
ID_R25OAJ3 x m5,7.561063476949923
ID_R25OAJ3 x m6,7.595063675560094
ID_XXXL1Y9 x m1,7.714064370695692
ID_XXXL1Y9 x m2,7.986065959577061
ID_XXXL1Y9 x m3,7.697064271390607
ID_XXXL1Y9 x m4,7.816064966526206
ID_XXXL1Y9 x m5,7.714064370695692
ID_XXXL1Y9 x m6,7.9010654630516335
ID_XYHISJS x m1,7.510063179034667
ID_XYHISJS x m2,7.748064569305864
ID_XYHISJS x m3,7.527063278339752
ID_XYHISJS x m4,7.646063973475351
ID_XYHISJS x m5,7.79906486722112
ID_XYHISJS x m6,7.527063278339752
ID_CH4FGTE x m1,7.646063973475351
ID_CH4FGTE x m2,7.95206576096689
ID_CH4FGTE x m3,8.020066158187232
ID_CH4FGTE x m4,7.45906288111941
ID_CH4FGTE x m5,7.850065165136376
ID_CH4FGTE x m6,7.646063973475351
ID_SZYV7S5 x m1,7.646063973475351
ID_SZYV7S5 x m2,7.663064072780436
ID_SZYV7S5 x m3,7.816064966526206
ID_SZYV7S5 x m4,8.054066356797403
ID_SZYV7S5 x m5,7.646063973475351
ID_SZYV7S5 x m6,7.850065165136376
ID_VYHMVCY x m1,7.646063973475351
ID_VYHMVCY x m2,7.663064072780436
ID_VYHMVCY x m3,7.595063675560094
ID_VYHMVCY x m4,8.020066158187232
ID_VYHMVCY x m5,7.612063774865179
ID_VYHMVCY x m6,7.629063874170265
ID_LHXP67X x m1,7.595063675560094
ID_LHXP67X x m2,8.054066356797403
ID_LHXP67X x m3,8.020066158187232
ID_LHXP67X x m4,7.646063973475351
ID_LHXP67X x m5,8.122066754017744
ID_LHXP67X x m6,7.595063675560094
ID_WV02GAN x m1,8.054066356797403
ID_WV02GAN x m2,8.088066555407574
ID_WV02GAN x m3,7.493063079729581
ID_WV02GAN x m4,7.969065860271975
ID_WV02GAN x m5,7.816064966526206
ID_WV02GAN x m6,7.629063874170265
ID_0K9SDQQ x m1,8.088066555407574
ID_0K9SDQQ x m2,7.578063576255008
ID_0K9SDQQ x m3,7.969065860271975
ID_0K9SDQQ x m4,7.629063874170265
