ID,Target
ID_7RYE3FE x m4,8.206572
ID_7RYE3FE x m5,8.220614
ID_7RYE3FE x m6,8.209807
ID_SUQB6FJ x m1,8.197941
ID_SUQB6FJ x m2,8.194747
ID_SUQB6FJ x m3,8.223998
ID_SUQB6FJ x m4,8.204413
ID_SUQB6FJ x m5,8.19222
ID_SUQB6FJ x m6,8.196643
ID_ZR3VEJW x m1,8.219486
ID_ZR3VEJW x m2,8.194747
ID_ZR3VEJW x m3,8.215194
ID_ZR3VEJW x m4,8.211966
ID_ZR3VEJW x m5,8.204413
ID_ZR3VEJW x m6,8.192851
ID_M4MWAP3 x m1,8.244304
ID_M4MWAP3 x m2,8.200098
ID_M4MWAP3 x m3,8.202256
ID_M4MWAP3 x m4,8.196011
ID_M4MWAP3 x m5,8.220614
ID_M4MWAP3 x m6,8.194115
ID_9M6H2AC x m1,8.193483
ID_9M6H2AC x m2,8.196643
ID_9M6H2AC x m3,8.225126
ID_9M6H2AC x m4,8.197941
ID_9M6H2AC x m5,8.217322
ID_9M6H2AC x m6,8.217322
ID_V4QRGO3 x m1,8.213044
ID_V4QRGO3 x m2,8.230766
ID_V4QRGO3 x m3,8.205493
ID_V4QRGO3 x m4,8.211966
ID_V4QRGO3 x m5,8.195378
ID_V4QRGO3 x m6,8.206572
ID_0RN894V x m1,8.223998
ID_0RN894V x m2,8.201178
ID_0RN894V x m3,8.19222
ID_0RN894V x m4,8.217322
ID_0RN894V x m5,8.197274
ID_0RN894V x m6,8.20765
ID_YKFLIBW x m1,8.213044
ID_YKFLIBW x m2,8.235278
ID_YKFLIBW x m3,8.211966
ID_YKFLIBW x m4,8.199019
ID_YKFLIBW x m5,8.22851
ID_YKFLIBW x m6,8.194115
ID_F1M4IFS x m1,8.195378
ID_F1M4IFS x m2,8.204413
ID_F1M4IFS x m3,8.211966
ID_F1M4IFS x m4,8.199019
ID_F1M4IFS x m5,8.220614
ID_F1M4IFS x m6,8.208729
ID_J0S6A4U x m1,8.226254
ID_J0S6A4U x m2,8.206572
ID_J0S6A4U x m3,8.201178
ID_J0S6A4U x m4,8.225126
ID_J0S6A4U x m5,8.23979
ID_J0S6A4U x m6,8.195378
ID_2RO70BV x m1,8.193483
ID_2RO70BV x m2,8.211966
ID_2RO70BV x m3,8.206572
ID_2RO70BV x m4,8.205493
ID_2RO70BV x m5,8.194115
ID_2RO70BV x m6,8.225126
ID_K9P9NFF x m1,8.194115
ID_K9P9NFF x m2,8.217322
ID_K9P9NFF x m3,8.217322
ID_K9P9NFF x m4,8.215194
ID_K9P9NFF x m5,8.216258
ID_K9P9NFF x m6,8.230766
ID_5EK3VA0 x m1,8.193483
ID_5EK3VA0 x m2,8.211966
ID_5EK3VA0 x m3,8.197274
ID_5EK3VA0 x m4,8.191588
ID_5EK3VA0 x m5,8.230766
ID_5EK3VA0 x m6,8.201178
ID_BKQN4ZD x m1,8.218386
ID_BKQN4ZD x m2,8.209807
ID_BKQN4ZD x m3,8.194115
ID_BKQN4ZD x m4,8.223998
ID_BKQN4ZD x m5,8.203335
ID_BKQN4ZD x m6,8.213044
ID_3F67SN6 x m1,8.229638
ID_3F67SN6 x m2,8.211966
ID_3F67SN6 x m3,8.208729
ID_3F67SN6 x m4,8.229638
ID_3F67SN6 x m5,8.194747
ID_3F67SN6 x m6,8.195378
ID_R25OAJ3 x m1,8.197274
ID_R25OAJ3 x m2,8.205493
ID_R25OAJ3 x m3,8.210886
ID_R25OAJ3 x m4,8.203335
ID_R25OAJ3 x m5,8.196011
ID_R25OAJ3 x m6,8.197274
ID_XXXL1Y9 x m1,8.204413
ID_XXXL1Y9 x m2,8.221742
ID_XXXL1Y9 x m3,8.203335
ID_XXXL1Y9 x m4,8.210886
ID_XXXL1Y9 x m5,8.204413
ID_XXXL1Y9 x m6,8.216258
ID_XYHISJS x m1,8.194115
ID_XYHISJS x m2,8.206572
ID_XYHISJS x m3,8.194747
ID_XYHISJS x m4,8.200098
ID_XYHISJS x m5,8.209807
ID_XYHISJS x m6,8.194747
ID_CH4FGTE x m1,8.200098
ID_CH4FGTE x m2,8.219486
ID_CH4FGTE x m3,8.223998
ID_CH4FGTE x m4,8.19222
ID_CH4FGTE x m5,8.213044
ID_CH4FGTE x m6,8.200098
ID_SZYV7S5 x m1,8.200098
ID_SZYV7S5 x m2,8.201178
ID_SZYV7S5 x m3,8.210886
ID_SZYV7S5 x m4,8.226254
ID_SZYV7S5 x m5,8.200098
ID_SZYV7S5 x m6,8.213044
ID_VYHMVCY x m1,8.200098
ID_VYHMVCY x m2,8.201178
ID_VYHMVCY x m3,8.197274
ID_VYHMVCY x m4,8.223998
ID_VYHMVCY x m5,8.197941
ID_VYHMVCY x m6,8.199019
ID_LHXP67X x m1,8.197274
ID_LHXP67X x m2,8.226254
ID_LHXP67X x m3,8.223998
ID_LHXP67X x m4,8.200098
ID_LHXP67X x m5,8.230766
ID_LHXP67X x m6,8.197274
ID_WV02GAN x m1,8.226254
ID_WV02GAN x m2,8.22851
ID_WV02GAN x m3,8.193483
ID_WV02GAN x m4,8.220614
ID_WV02GAN x m5,8.210886
ID_WV02GAN x m6,8.199019
ID_0K9SDQQ x m1,8.22851
ID_0K9SDQQ x m2,8.196643
ID_0K9SDQQ x m3,8.220614
ID_0K9SDQQ x m4,8.199019
ID_0K9SDQQ x m5,8.23979
ID_0K9SDQQ x m6,8.194115
ID_7KHHX4S x m1,8.220614
ID_7KHHX4S x m2,8.205493
ID_7KHHX4S x m3,8.202256
ID_7KHHX4S x m4,8.233022
ID_7KHHX4S x m5,8.210886
ID_7KHHX4S x m6,8.194115
ID_MLJLEQS x m1,8.215194
ID_MLJLEQS x m2,8.211966
ID_MLJLEQS x m3,8.208729
ID_MLJLEQS x m4,8.208729
ID_MLJLEQS x m5,8.201178
ID_MLJLEQS x m6,8.195378
ID_5HOPDKU x m1,8.196643
ID_5HOPDKU x m2,8.217322
ID_5HOPDKU x m3,8.197941
ID_5HOPDKU x m4,8.194115
ID_5HOPDKU x m5,8.191637
ID_5HOPDKU x m6,8.208729
ID_DZ8P1UB x m1,8.210886
ID_DZ8P1UB x m2,8.226254
ID_DZ8P1UB x m3,8.221742
ID_DZ8P1UB x m4,8.203335
ID_DZ8P1UB x m5,8.226254
ID_DZ8P1UB x m6,8.2318945
ID_SX3ERIL x m1,8.201178
ID_SX3ERIL x m2,8.206572
ID_SX3ERIL x m3,8.22287
ID_SX3ERIL x m4,8.202256
ID_SX3ERIL x m5,8.211966
ID_SX3ERIL x m6,8.229638
ID_HSNLRMM x m1,8.226254
ID_HSNLRMM x m2,8.227383
ID_HSNLRMM x m3,8.244304
ID_HSNLRMM x m4,8.210886
ID_HSNLRMM x m5,8.217322
ID_HSNLRMM x m6,8.220614
ID_ZZ0V9B8 x m1,8.217322
ID_ZZ0V9B8 x m2,8.23415
ID_ZZ0V9B8 x m3,8.213044
ID_ZZ0V9B8 x m4,8.197941
ID_ZZ0V9B8 x m5,8.192851
ID_ZZ0V9B8 x m6,8.209807
ID_DHWCYJ2 x m1,8.204413
ID_DHWCYJ2 x m2,8.201178
ID_DHWCYJ2 x m3,8.203335
ID_DHWCYJ2 x m4,8.205493
ID_DHWCYJ2 x m5,8.214123
ID_DHWCYJ2 x m6,8.194747
ID_XMCHA3P x m1,8.217322
ID_XMCHA3P x m2,8.194115
ID_XMCHA3P x m3,8.204413
ID_XMCHA3P x m4,8.195378
ID_XMCHA3P x m5,8.210886
ID_XMCHA3P x m6,8.193483
ID_VIW7QDB x m1,8.206572
ID_VIW7QDB x m2,8.221742
ID_VIW7QDB x m3,8.197941
ID_VIW7QDB x m4,8.218386
ID_VIW7QDB x m5,8.199019
ID_VIW7QDB x m6,8.210886
ID_262HGRR x m1,8.203335
ID_262HGRR x m2,8.202256
ID_262HGRR x m3,8.211966
ID_262HGRR x m4,8.215194
ID_262HGRR x m5,8.196011
ID_262HGRR x m6,8.20765
ID_SA64W4J x m1,8.196011
ID_SA64W4J x m2,8.203335
ID_SA64W4J x m3,8.191637
ID_SA64W4J x m4,8.208729
ID_SA64W4J x m5,8.238663
ID_SA64W4J x m6,8.196011
ID_IZZRO0H x m1,8.199019
ID_IZZRO0H x m2,8.199019
ID_IZZRO0H x m3,8.237534
ID_IZZRO0H x m4,8.194747
ID_IZZRO0H x m5,8.199019
ID_IZZRO0H x m6,8.233022
ID_PXNUG8P x m1,8.191637
ID_PXNUG8P x m2,8.211966
ID_PXNUG8P x m3,8.197941
ID_PXNUG8P x m4,8.194747
ID_PXNUG8P x m5,8.216258
ID_PXNUG8P x m6,8.206572
ID_PW8YU1C x m1,8.229638
ID_PW8YU1C x m2,8.192851
ID_PW8YU1C x m3,8.225126
ID_PW8YU1C x m4,8.205493
ID_PW8YU1C x m5,8.223998
ID_PW8YU1C x m6,8.203335
ID_RESHCG1 x m1,8.197941
ID_RESHCG1 x m2,8.196011
ID_RESHCG1 x m3,8.225126
ID_RESHCG1 x m4,8.199019
ID_RESHCG1 x m5,8.195378
ID_RESHCG1 x m6,8.194747
ID_ZQ2BPFA x m1,8.210886
