ID,clicks
ID_6163e3ed2c87b93c6055ec2a_2024_02_21,0
ID_6163e3ed2c87b93c6055ec2a_2024_02_28,0
ID_617beb7403c1051f8a42b524_2024_02_21,0
ID_617beb7403c1051f8a42b524_2024_02_28,0
ID_618a50e0500d9413097ccd75_2024_02_21,0
ID_618a50e0500d9413097ccd75_2024_02_28,0
ID_618a6797e203d8234e6856dd_2023_10_24,0
ID_618a6797e203d8234e6856dd_2023_10_31,0
ID_619b545521ae9a187f0f0d97_2024_02_21,0
ID_619b545521ae9a187f0f0d97_2024_02_28,0
ID_619caa6d230440455a384bf6_2023_12_06,0
ID_619caa6d230440455a384bf6_2023_12_13,0
ID_61ab912923980748d20c8fd8_2024_02_21,0
ID_61ab912923980748d20c8fd8_2024_02_28,0
ID_61d5c833cb67550b4d1f5008_2024_02_21,0
ID_61d5c833cb67550b4d1f5008_2024_02_28,0
ID_61dc323a202ecc233d4dabb5_2024_02_21,0
ID_61dc323a202ecc233d4dabb5_2024_02_28,0
ID_61efa4189f0e4645b652296a_2024_02_21,0
ID_61efa4189f0e4645b652296a_2024_02_28,0
ID_61f27201f7db923685712128_2023_10_27,0
ID_61f27201f7db923685712128_2023_11_03,0
ID_61f2910d076b173c5c629945_2023_12_11,0
ID_61f2910d076b173c5c629945_2023_12_18,0
ID_61f96ef9941a217657673f65_2024_02_19,0
ID_61f96ef9941a217657673f65_2024_02_26,0
ID_620fa2fa329e60259f7ddec6_2023_09_13,0
ID_620fa2fa329e60259f7ddec6_2023_09_20,0
ID_62123b0e0c4f78309f3d8ac6_2024_01_24,0
ID_62123b0e0c4f78309f3d8ac6_2024_01_31,0
ID_621cbd298d435840264f9a22_2023_12_24,0
ID_621cbd298d435840264f9a22_2023_12_31,0
ID_6242e6f147af795a92470368_2024_02_21,0
ID_6242e6f147af795a92470368_2024_02_28,0
ID_624bfadac86f51149f3fbde5_2023_09_21,0
ID_624bfadac86f51149f3fbde5_2023_09_28,0
ID_6255767a2a9dd71a6713a095_2023_10_05,0
ID_6255767a2a9dd71a6713a095_2023_10_12,0
ID_62713c09ca26da4db1116a05_2024_02_21,0
ID_62713c09ca26da4db1116a05_2024_02_28,0
ID_6273ad211040cf53e66b4bf8_2024_02_21,0
ID_6273ad211040cf53e66b4bf8_2024_02_28,0
ID_6273d3a2b67ccf3b406068a5_2024_02_21,0
ID_6273d3a2b67ccf3b406068a5_2024_02_28,0
ID_62791a704acc5b2736563535_2024_02_21,0
ID_62791a704acc5b2736563535_2024_02_28,0
ID_627cb73e65f34e61fb4d3247_2023_10_18,0
ID_627cb73e65f34e61fb4d3247_2023_10_25,0
ID_628cfb8dd9689515112d48c6_2024_02_21,0
ID_628cfb8dd9689515112d48c6_2024_02_28,0
ID_6298b6310def91542a5752f4_2023_11_30,0
ID_6298b6310def91542a5752f4_2023_12_07,0
ID_629e729214035d4a8541e0b8_2024_02_21,0
ID_629e729214035d4a8541e0b8_2024_02_28,0
ID_62a03c6d638c217d405a9155_2023_09_26,0
ID_62a03c6d638c217d405a9155_2023_10_03,0
ID_62a1a11ea8775f127917c026_2024_02_21,0
ID_62a1a11ea8775f127917c026_2024_02_28,0
ID_62a1db369df50737b3321a67_2024_01_08,0
ID_62a1db369df50737b3321a67_2024_01_15,0
ID_62a35b4a56776675c40646a7_2023_09_22,0
ID_62a35b4a56776675c40646a7_2023_09_29,0
ID_62f948a0e9c85b405b795005_2024_02_21,0
ID_62f948a0e9c85b405b795005_2024_02_28,0
ID_630cb29cb4633d70ec3e4b28_2024_02_21,0
ID_630cb29cb4633d70ec3e4b28_2024_02_28,0
ID_6311c8df6a4fec36e3730ee5_2024_02_21,0
ID_6311c8df6a4fec36e3730ee5_2024_02_28,0
ID_6320507deb37f91b900fe6e4_2024_02_21,0
ID_6320507deb37f91b900fe6e4_2024_02_28,0
ID_632c2af9bec9c87e603107b6_2024_02_21,0
ID_632c2af9bec9c87e603107b6_2024_02_28,0
ID_63340f02a7363d4b2c0ae32a_2024_02_21,0
ID_63340f02a7363d4b2c0ae32a_2024_02_28,0
ID_6335a2838ac3337afb26d4d7_2023_06_06,0
ID_6335a2838ac3337afb26d4d7_2023_06_13,0
ID_6356bad61ebba975f01f5425_2024_02_21,0
ID_6356bad61ebba975f01f5425_2024_02_28,0
ID_6361f9ffedd8353ed336f745_2024_02_21,0
ID_6361f9ffedd8353ed336f745_2024_02_28,0
ID_636b2ffdba11153d7f4f2c06_2024_01_18,0
ID_636b2ffdba11153d7f4f2c06_2024_01_25,0
ID_637b6db8e47f4c3b177caf24_2023_12_26,0
ID_637b6db8e47f4c3b177caf24_2024_01_02,0
ID_637c6b3c7aff7b47021ab16d_2024_02_21,0
ID_637c6b3c7aff7b47021ab16d_2024_02_28,0
ID_637cf28cab15af520049256a_2023_04_18,0
ID_637cf28cab15af520049256a_2023_04_25,0
ID_6384b57da130a026dd715854_2023_09_14,0
ID_6384b57da130a026dd715854_2023_09_21,0
ID_638610848693b868d47d4598_2023_09_24,0
ID_638610848693b868d47d4598_2023_10_01,0
ID_6388a9cc4d7af753062f0529_2024_02_06,0
ID_6388a9cc4d7af753062f0529_2024_02_13,0
ID_638f03cbed07d3161a77e484_2024_02_21,0
ID_638f03cbed07d3161a77e484_2024_02_28,0
ID_63964ba81a9885127837fbc7_2023_03_12,0
ID_63964ba81a9885127837fbc7_2023_03_19,0
ID_63b3b2bf9cd0314f465f8744_2023_09_12,0
ID_63b3b2bf9cd0314f465f8744_2023_09_19,0
ID_63b9b0b2c9469055e502b295_2024_02_21,0
ID_63b9b0b2c9469055e502b295_2024_02_28,0
ID_63c12db6fa571b3a613d43a4_2024_01_03,0
ID_63c12db6fa571b3a613d43a4_2024_01_10,0
ID_63d27db626e7ad79b7640c46_2024_02_21,0
ID_63d27db626e7ad79b7640c46_2024_02_28,0
ID_63d8f018725833509b4a2c75_2024_02_21,0
ID_63d8f018725833509b4a2c75_2024_02_28,0
ID_63e4ac66c90a346ba96ed7c6_2024_02_21,0
ID_63e4ac66c90a346ba96ed7c6_2024_02_28,0
ID_63fc719f9bf744526a195e98_2024_02_21,0
ID_63fc719f9bf744526a195e98_2024_02_28,0
ID_64070e48bd7071708438f398_2024_02_21,0
ID_64070e48bd7071708438f398_2024_02_28,0
ID_64073fc37d61047ad161a606_2024_02_21,0
ID_64073fc37d61047ad161a606_2024_02_28,0
ID_6408bea7943d11680870ef37_2023_09_13,0
ID_6408bea7943d11680870ef37_2023_09_20,0
ID_64268025a80ef266c3417e27_2024_02_21,0
ID_64268025a80ef266c3417e27_2024_02_28,0
ID_6426c145b53c89172029f506_2023_10_20,0
ID_6426c145b53c89172029f506_2023_10_27,0
ID_643e64bd9190740c1d7407f6_2023_10_22,0
ID_643e64bd9190740c1d7407f6_2023_10_29,0
ID_644b88421b452a7ea24bcd06_2024_01_22,0
ID_644b88421b452a7ea24bcd06_2024_01_29,0
ID_644bb63b02f7105d212ae969_2024_02_21,0
ID_644bb63b02f7105d212ae969_2024_02_28,0
ID_645882d15227d476196aed49_2024_02_13,0
ID_645882d15227d476196aed49_2024_02_20,0
ID_6458d7b43d5a613f71410375_2023_10_05,0
ID_6458d7b43d5a613f71410375_2023_10_12,0
ID_645c94036caf5c77fe3a6151_2024_02_21,0
ID_645c94036caf5c77fe3a6151_2024_02_28,0
ID_6464ba7988f2ff57157322b6_2024_02_21,0
ID_6464ba7988f2ff57157322b6_2024_02_28,0
ID_64676b314a2da50efd690a46_2024_02_21,0
ID_64676b314a2da50efd690a46_2024_02_28,0
ID_6474d400c6933e4b4a5c5337_2023_10_15,0
ID_6474d400c6933e4b4a5c5337_2023_10_22,0
ID_64771047e86c54306139f3c4_2024_02_21,0
ID_64771047e86c54306139f3c4_2024_02_28,0
ID_647dd041ce4cdb1a31597888_2024_02_21,0
ID_647dd041ce4cdb1a31597888_2024_02_28,0
ID_64818f74ee9ced578f40a9e6_2024_01_01,0
ID_64818f74ee9ced578f40a9e6_2024_01_08,0
ID_6489889191a15a7fca16e326_2023_09_19,0
ID_6489889191a15a7fca16e326_2023_09_26,0
ID_6489a3b64f5e7d5d110bd4eb_2024_02_21,0
ID_6489a3b64f5e7d5d110bd4eb_2024_02_28,0
ID_649011d41e41763cc27f09b6_2023_11_03,0
ID_649011d41e41763cc27f09b6_2023_11_10,0
ID_6491a50ce7b72a70aa75437a_2023_12_01,0
ID_6491a50ce7b72a70aa75437a_2023_12_08,0
ID_6492ce879e3baf373a55aab5_2024_01_30,0
ID_6492ce879e3baf373a55aab5_2024_02_06,0
ID_6497597d8041b3133a721ec7_2023_10_28,0
ID_6497597d8041b3133a721ec7_2023_11_04,0
ID_649964e26db1286c56156c66_2024_02_21,0
ID_649964e26db1286c56156c66_2024_02_28,0
ID_6499963984bc60653a3e4495_2023_11_03,0
ID_6499963984bc60653a3e4495_2023_11_10,0
ID_649b37ba66eba1605b485d16_2024_02_21,0
ID_649b37ba66eba1605b485d16_2024_02_28,0
ID_649ecc31c986241e700a2046_2023_12_24,0
ID_649ecc31c986241e700a2046_2023_12_31,0
ID_649ecd7cf95051327b338684_2024_02_21,0
ID_649ecd7cf95051327b338684_2024_02_28,0
ID_649f1bef6b4c6341ca18a0d5_2024_02_21,0
ID_649f1bef6b4c6341ca18a0d5_2024_02_28,0
ID_649f3100b29ced7f6517a532_2024_02_21,0
ID_649f3100b29ced7f6517a532_2024_02_28,0
ID_64a54c4b10409330e5559677_2023_10_23,0
ID_64a54c4b10409330e5559677_2023_10_30,0
ID_64a590d8258577494c7e4e47_2024_02_21,0
ID_64a590d8258577494c7e4e47_2024_02_28,0
ID_64a5c7e0db50245803503dd7_2023_10_26,0
ID_64a5c7e0db50245803503dd7_2023_11_02,0
ID_64aaf747729a5508256653e5_2023_10_03,0
ID_64aaf747729a5508256653e5_2023_10_10,0
ID_64ad4454fe7c2d69f25d9759_2024_02_21,0
ID_64ad4454fe7c2d69f25d9759_2024_02_28,0
ID_64b144b6bb5ebd59995098f8_2023_09_02,0
ID_64b144b6bb5ebd59995098f8_2023_09_09,0
ID_64b6a2e5ec8e2640b008dad3_2023_12_15,0
ID_64b6a2e5ec8e2640b008dad3_2023_12_22,0
ID_64b7b2795e6fd83b270de6b8_2023_09_16,0
ID_64b7b2795e6fd83b270de6b8_2023_09_23,0
ID_64b91852366a244c4c2d2616_2024_01_29,0
ID_64b91852366a244c4c2d2616_2024_02_05,0
ID_64be5c51a5db0060046fa166_2024_02_21,0
ID_64be5c51a5db0060046fa166_2024_02_28,0
ID_64c10bff5ae80900c97308a6_2023_10_04,0
ID_64c10bff5ae80900c97308a6_2023_10_11,0
ID_64c25df64807d0282706b0ca_2024_02_21,0
ID_64c25df64807d0282706b0ca_2024_02_28,0
ID_64c29c0fb5fe0828b84b95f7_2024_01_19,0
ID_64c29c0fb5fe0828b84b95f7_2024_01_26,0
ID_64c38b7d039d2322ec105c6a_2024_01_06,0
ID_64c38b7d039d2322ec105c6a_2024_01_13,0
ID_64c393edb0613d10ec5ead4e_2024_01_29,0
ID_64c393edb0613d10ec5ead4e_2024_02_05,0
ID_64c75a2e3f7a615b7d5161d8_2023_11_03,0
ID_64c75a2e3f7a615b7d5161d8_2023_11_10,0
ID_64cce13a065233199d450754_2023_09_24,0
ID_64cce13a065233199d450754_2023_10_01,0
ID_64d0bd0091caf6305e343d81_2024_01_18,0
ID_64d0bd0091caf6305e343d81_2024_01_25,0
ID_64db339427687379bb7abc99_2024_02_21,0
ID_64db339427687379bb7abc99_2024_02_28,0
ID_64dcd1614e8f73143e557db7_2024_01_05,0
ID_64dcd1614e8f73143e557db7_2024_01_12,0
ID_64e75947276de33b8665a516_2023_10_10,0
ID_64e75947276de33b8665a516_2023_10_17,0
ID_64f048dfd056f86b73742e64_2024_02_21,0
ID_64f048dfd056f86b73742e64_2024_02_28,0
ID_64f19d0c876070595e525fdc_2024_01_26,0
ID_64f19d0c876070595e525fdc_2024_02_02,0
ID_64f83d674494f609796268e8_2023_12_05,0
ID_64f83d674494f609796268e8_2023_12_12,0
ID_64f8895de5a4a90700156695_2024_02_21,0
ID_64f8895de5a4a90700156695_2024_02_28,0
ID_64fb107a03d7866c5900d3f4_2023_12_20,0
ID_64fb107a03d7866c5900d3f4_2023_12_27,0
ID_65003ad8da97b576ff7b21f5_2023_12_01,0
ID_65003ad8da97b576ff7b21f5_2023_12_08,0
ID_650198abf77ff24c3619c224_2024_01_08,0
ID_650198abf77ff24c3619c224_2024_01_15,0
ID_6502d9045d1fce64bc74a164_2024_02_21,0
ID_6502d9045d1fce64bc74a164_2024_02_28,0
ID_650436679bee7835ba4d5dc6_2023_12_18,0
ID_650436679bee7835ba4d5dc6_2023_12_25,0
ID_65098815a56bb64c756a8a54_2024_01_25,0
ID_65098815a56bb64c756a8a54_2024_02_01,0
ID_650acf483bb1b517c041031b_2024_02_21,0
ID_650acf483bb1b517c041031b_2024_02_28,0
ID_650d757f47c94865571b6ba9_2024_02_21,0
ID_650d757f47c94865571b6ba9_2024_02_28,0
ID_650de69b6467857f167eb4a5_2024_02_21,0
ID_650de69b6467857f167eb4a5_2024_02_28,0
ID_6512f45aa0d0733bf951e3c5_2024_02_15,0
ID_6512f45aa0d0733bf951e3c5_2024_02_22,0
ID_651a8f3f0a237776ca1cf668_2024_02_21,0
ID_651a8f3f0a237776ca1cf668_2024_02_28,0
ID_651d2210790fd5621d592a04_2024_02_21,0
ID_651d2210790fd5621d592a04_2024_02_28,0
ID_651d41157f25fd3d3c1b62b7_2024_01_24,0
ID_651d41157f25fd3d3c1b62b7_2024_01_31,0
ID_651d498f574c692aad4d2da6_2024_02_17,0
ID_651d498f574c692aad4d2da6_2024_02_24,0
ID_6526707040b2f47f114f86aa_2024_02_21,0
ID_6526707040b2f47f114f86aa_2024_02_28,0
ID_65278bc176ff2b5ae5093c89_2023_11_10,0
ID_65278bc176ff2b5ae5093c89_2023_11_17,0
ID_653a7dbc419fc161735be9a5_2024_02_21,0
ID_653a7dbc419fc161735be9a5_2024_02_28,0
ID_653f72803fbe1219423544e6_2024_01_29,0
ID_653f72803fbe1219423544e6_2024_02_05,0
ID_6540ddc07e6887217043b524_2024_01_25,0
ID_6540ddc07e6887217043b524_2024_02_01,0
ID_65434a0b87e3c228197a5d05_2024_02_21,0
ID_65434a0b87e3c228197a5d05_2024_02_28,0
ID_6548ff76c7b54008b66d7797_2024_01_23,0
ID_6548ff76c7b54008b66d7797_2024_01_30,0
ID_6551ddb26a75444f4e16e234_2024_02_21,0
ID_6551ddb26a75444f4e16e234_2024_02_28,0
ID_6554ec6993170f75bd752ec8_2024_02_21,0
ID_6554ec6993170f75bd752ec8_2024_02_28,0
ID_655c5cf8c1eb0b6291500174_2024_02_20,0
ID_655c5cf8c1eb0b6291500174_2024_02_27,0
ID_65649619b961e503bc796b2e_2024_02_21,0
ID_65649619b961e503bc796b2e_2024_02_28,0
ID_6565b6061f711967d4479b26_2024_02_21,0
ID_6565b6061f711967d4479b26_2024_02_28,0
ID_65660b0c15962a6be05ec935_2024_02_21,0
ID_65660b0c15962a6be05ec935_2024_02_28,0
ID_6567476a4a967518c623d506_2024_02_11,0
ID_6567476a4a967518c623d506_2024_02_18,0
ID_656747739b5c72023947f7c7_2024_02_21,0
ID_656747739b5c72023947f7c7_2024_02_28,0
ID_65687e2b40ea026fcc662a75_2024_02_21,0
ID_65687e2b40ea026fcc662a75_2024_02_28,0
ID_6568807cbb9c4d235c5dd9a8_2024_01_30,0
ID_6568807cbb9c4d235c5dd9a8_2024_02_06,0
ID_65a7bf329fa4627faf28390c_2024_02_21,0
ID_65a7bf329fa4627faf28390c_2024_02_28,0
ID_65b0f65c7fe62e56c5593d55_2024_02_21,0
ID_65b0f65c7fe62e56c5593d55_2024_02_28,0
