PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
230,0,3,Miss,female,25.14061971830986,3,1,4133,25.4667,,S
232,0,3,Mr,male,29.0,0,0,347067,7.775,,S
234,1,3,Miss,female,5.0,4,2,347077,31.3875,,S
236,0,3,Miss,female,25.14061971830986,0,0,W./C. 6609,7.55,,S
241,0,3,Miss,female,25.14061971830986,1,0,2665,14.4542,,C
242,1,3,Miss,female,25.14061971830986,1,0,367230,15.5,,Q
244,0,3,Mr,male,22.0,0,0,STON/O 2. 3101275,7.125,,S
245,0,3,Mr,male,30.0,0,0,2694,7.225,,C
247,0,3,Miss,female,25.0,0,0,347071,7.775,,S
251,0,3,Mr,male,25.14061971830986,0,0,362316,7.25,,S
252,0,3,Mrs,female,29.0,1,1,347054,10.4625,G6,S
254,0,3,Mr,male,30.0,1,0,A/5. 3336,16.1,,S
255,0,3,Mrs,female,41.0,0,2,370129,20.2125,,S
256,1,3,Mrs,female,29.0,0,2,2650,15.2458,,C
261,0,3,Mr,male,25.14061971830986,0,0,384461,7.75,,Q
262,1,3,Master,male,3.0,4,2,347077,31.3875,,S
265,0,3,Miss,female,25.14061971830986,0,0,382649,7.75,,Q
267,0,3,Mr,male,16.0,4,1,3101295,39.6875,,S
268,1,3,Mr,male,25.0,1,0,347083,7.775,,S
272,1,3,Mr,male,25.0,0,0,LINE,0.0,,S
275,1,3,Miss,female,25.14061971830986,0,0,370375,7.75,,Q
277,0,3,Miss,female,45.0,0,0,347073,7.75,,S
279,0,3,Master,male,7.0,4,1,382652,29.125,,Q
280,1,3,Mrs,female,35.0,1,1,C.A. 2673,20.25,,S
281,0,3,Mr,male,65.0,0,0,336439,7.75,,Q
282,0,3,Mr,male,28.0,0,0,347464,7.8542,,S
283,0,3,Mr,male,16.0,0,0,345778,9.5,,S
284,1,3,Mr,male,19.0,0,0,A/5. 10482,8.05,,S
286,0,3,Mr,male,33.0,0,0,349239,8.6625,,C
287,1,3,Mr,male,30.0,0,0,345774,9.5,,S
288,0,3,Mr,male,22.0,0,0,349206,7.8958,,S
290,1,3,Miss,female,22.0,0,0,370373,7.75,,Q
294,0,3,Miss,female,24.0,0,0,349236,8.85,,S
295,0,3,Mr,male,24.0,0,0,349233,7.8958,,S
297,0,3,Mr,male,23.5,0,0,2693,7.2292,,C
301,1,3,Miss,female,25.14061971830986,0,0,9234,7.75,,Q
302,1,3,Mr,male,25.14061971830986,2,0,367226,23.25,,Q
303,0,3,Mr,male,19.0,0,0,LINE,0.0,,S
305,0,3,Mr,male,25.14061971830986,0,0,A/5 2466,8.05,,S
314,0,3,Mr,male,28.0,0,0,349243,7.8958,,S
316,1,3,Miss,female,26.0,0,0,347470,7.8542,,S
321,0,3,Mr,male,22.0,0,0,A/5 21172,7.25,,S
322,0,3,Mr,male,27.0,0,0,349219,7.8958,,S
325,0,3,Mr,male,25.14061971830986,8,2,CA. 2343,69.55,,S
327,0,3,Mr,male,61.0,0,0,345364,6.2375,,S
329,1,3,Mrs,female,31.0,1,1,363291,20.525,,S
331,1,3,Miss,female,25.14061971830986,2,0,367226,23.25,,Q
334,0,3,Mr,male,16.0,2,0,345764,18.0,,S
336,0,3,Mr,male,25.14061971830986,0,0,349225,7.8958,,S
339,1,3,Mr,male,45.0,0,0,7598,8.05,,S
348,1,3,Mrs,female,25.14061971830986,1,0,386525,16.1,,S
349,1,3,Master,male,3.0,1,1,C.A. 37671,15.9,,S
350,0,3,Mr,male,42.0,0,0,315088,8.6625,,S
351,0,3,Mr,male,23.0,0,0,7267,9.225,,S
353,0,3,Mr,male,15.0,1,1,2695,7.2292,,C
354,0,3,Mr,male,25.0,1,0,349237,17.8,,S
355,0,3,Mr,male,25.14061971830986,0,0,2647,7.225,,C
356,0,3,Mr,male,28.0,0,0,345783,9.5,,S
359,1,3,Miss,female,25.14061971830986,0,0,330931,7.8792,,Q
360,1,3,Miss,female,25.14061971830986,0,0,330980,7.8792,,Q
361,0,3,Mr,male,40.0,1,4,347088,27.9,,S
363,0,3,Mrs,female,45.0,0,1,2691,14.4542,,C
364,0,3,Mr,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S
365,0,3,Mr,male,25.14061971830986,1,0,370365,15.5,,Q
366,0,3,Mr,male,30.0,0,0,C 7076,7.25,,S
368,1,3,Mrs,female,25.14061971830986,0,0,2626,7.2292,,C
369,1,3,Miss,female,25.14061971830986,0,0,14313,7.75,,Q
372,0,3,Mr,male,18.0,1,0,3101267,6.4958,,S
373,0,3,Mr,male,19.0,0,0,323951,8.05,,S
375,0,3,Miss,female,3.0,3,1,349909,21.075,,S
377,1,3,Miss,female,22.0,0,0,C 7077,7.25,,S
379,0,3,Mr,male,20.0,0,0,2648,4.0125,,C
380,0,3,Mr,male,19.0,0,0,347069,7.775,,S
382,1,3,Miss,female,1.0,0,2,2653,15.7417,,C
383,0,3,Mr,male,32.0,0,0,STON/O 2. 3101293,7.925,,S
385,0,3,Mr,male,25.14061971830986,0,0,349227,7.8958,,S
387,0,3,Master,male,1.0,5,2,CA 2144,46.9,,S
389,0,3,Mr,male,25.14061971830986,0,0,367655,7.7292,,Q
392,1,3,Mr,male,21.0,0,0,350034,7.7958,,S
393,0,3,Mr,male,28.0,2,0,3101277,7.925,,S
395,1,3,Mrs,female,24.0,0,2,PP 9549,16.7,G6,S
396,0,3,Mr,male,22.0,0,0,350052,7.7958,,S
397,0,3,Miss,female,31.0,0,0,350407,7.8542,,S
401,1,3,Mr,male,39.0,0,0,STON/O 2. 3101289,7.925,,S
402,0,3,Mr,male,26.0,0,0,341826,8.05,,S
403,0,3,Miss,female,21.0,1,0,4137,9.825,,S
404,0,3,Mr,male,28.0,1,0,STON/O2. 3101279,15.85,,S
405,0,3,Miss,female,20.0,0,0,315096,8.6625,,S
407,0,3,Mr,male,51.0,0,0,347064,7.75,,S
409,0,3,Mr,male,21.0,0,0,312992,7.775,,S
410,0,3,Miss,female,25.14061971830986,3,1,4133,25.4667,,S
411,0,3,Mr,male,25.14061971830986,0,0,349222,7.8958,,S
412,0,3,Mr,male,25.14061971830986,0,0,394140,6.8583,,Q
415,1,3,Mr,male,44.0,0,0,STON/O 2. 3101269,7.925,,S
416,0,3,Mrs,female,25.14061971830986,0,0,343095,8.05,,S
420,0,3,Miss,female,10.0,0,2,345773,24.15,,S
421,0,3,Mr,male,25.14061971830986,0,0,349254,7.8958,,C
422,0,3,Mr,male,21.0,0,0,A/5. 13032,7.7333,,Q
423,0,3,Mr,male,29.0,0,0,315082,7.875,,S
424,0,3,Mrs,female,28.0,1,1,347080,14.4,,S
425,0,3,Mr,male,18.0,1,1,370129,20.2125,,S
426,0,3,Mr,male,25.14061971830986,0,0,A/4. 34244,7.25,,S
429,0,3,Mr,male,25.14061971830986,0,0,364851,7.75,,Q
430,1,3,Mr,male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S
432,1,3,Mrs,female,25.14061971830986,1,0,376564,16.1,,S
434,0,3,Mr,male,17.0,0,0,STON/O 2. 3101274,7.125,,S
437,0,3,Miss,female,21.0,2,2,W./C. 6608,34.375,,S
442,0,3,Mr,male,20.0,0,0,345769,9.5,,S
443,0,3,Mr,male,25.0,1,0,347076,7.775,,S
445,1,3,Mr,male,25.14061971830986,0,0,65306,8.1125,,S
449,1,3,Miss,female,5.0,2,1,2666,19.2583,,C
452,0,3,Mr,male,25.14061971830986,1,0,65303,19.9667,,S
455,0,3,Mr,male,25.14061971830986,0,0,A/5 2817,8.05,,S
456,1,3,Mr,male,29.0,0,0,349240,7.8958,,C
460,0,3,Mr,male,25.14061971830986,0,0,371060,7.75,,Q
462,0,3,Mr,male,34.0,0,0,364506,8.05,,S
465,0,3,Mr,male,25.14061971830986,0,0,A/S 2816,8.05,,S
466,0,3,Mr,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S
469,0,3,Mr,male,25.14061971830986,0,0,36209,7.725,,Q
470,1,3,Miss,female,0.75,2,1,2666,19.2583,,C
471,0,3,Mr,male,25.14061971830986,0,0,323592,7.25,,S
472,0,3,Mr,male,38.0,0,0,315089,8.6625,,S
475,0,3,Miss,female,22.0,0,0,7553,9.8375,,S
478,0,3,Mr,male,29.0,1,0,3460,7.0458,,S
479,0,3,Mr,male,22.0,0,0,350060,7.5208,,S
480,1,3,Miss,female,2.0,0,1,3101298,12.2875,,S
481,0,3,Master,male,9.0,5,2,CA 2144,46.9,,S
483,0,3,Mr,male,50.0,0,0,A/5 3594,8.05,,S
484,1,3,Mrs,female,63.0,0,0,4134,9.5875,,S
486,0,3,Miss,female,25.14061971830986,3,1,4133,25.4667,,S
489,0,3,Mr,male,30.0,0,0,A.5. 18509,8.05,,S
490,1,3,Master,male,9.0,1,1,C.A. 37671,15.9,,S
491,0,3,Mr,male,25.14061971830986,1,0,65304,19.9667,,S
492,0,3,Mr,male,21.0,0,0,SOTON/OQ 3101317,7.25,,S
495,0,3,Mr,male,21.0,0,0,A/4 45380,8.05,,S
496,0,3,Mr,male,25.14061971830986,0,0,2627,14.4583,,C
498,0,3,Mr,male,25.14061971830986,0,0,C.A. 6212,15.1,,S
500,0,3,Mr,male,24.0,0,0,350035,7.7958,,S
501,0,3,Mr,male,17.0,0,0,315086,8.6625,,S
502,0,3,Miss,female,21.0,0,0,364846,7.75,,Q
503,0,3,Miss,female,25.14061971830986,0,0,330909,7.6292,,Q
504,0,3,Miss,female,37.0,0,0,4135,9.5875,,S
509,0,3,Mr,male,28.0,0,0,C 4001,22.525,,S
510,1,3,Mr,male,26.0,0,0,1601,56.4958,,S
511,1,3,Mr,male,29.0,0,0,382651,7.75,,Q
512,0,3,Mr,male,25.14061971830986,0,0,SOTON/OQ 3101316,8.05,,S
515,0,3,Mr,male,24.0,0,0,349209,7.4958,,S
518,0,3,Mr,male,25.14061971830986,0,0,371110,24.15,,Q
520,0,3,Mr,male,32.0,0,0,349242,7.8958,,S
522,0,3,Mr,male,22.0,0,0,349252,7.8958,,S
523,0,3,Mr,male,25.14061971830986,0,0,2624,7.225,,C
525,0,3,Mr,male,25.14061971830986,0,0,2700,7.2292,,C
526,0,3,Mr,male,40.5,0,0,367232,7.75,,Q
529,0,3,Mr,male,39.0,0,0,3101296,7.925,,S
532,0,3,Mr,male,25.14061971830986,0,0,2641,7.2292,,C
533,0,3,Mr,male,17.0,1,1,2690,7.2292,,C
534,1,3,Mrs,female,25.14061971830986,0,2,2668,22.3583,,C
535,0,3,Miss,female,30.0,0,0,315084,8.6625,,S
539,0,3,Mr,male,25.14061971830986,0,0,364498,14.5,,S
542,0,3,Miss,female,9.0,4,2,347082,31.275,,S
543,0,3,Miss,female,11.0,4,2,347082,31.275,,S
549,0,3,Mr,male,33.0,1,1,363291,20.525,,S
553,0,3,Mr,male,25.14061971830986,0,0,330979,7.8292,,Q
554,1,3,Mr,male,22.0,0,0,2620,7.225,,C
555,1,3,Miss,female,22.0,0,0,347085,7.775,,S
560,1,3,Mrs,female,36.0,1,0,345572,17.4,,S
561,0,3,Mr,male,25.14061971830986,0,0,372622,7.75,,Q
562,0,3,Mr,male,40.0,0,0,349251,7.8958,,S
564,0,3,Mr,male,25.14061971830986,0,0,SOTON/OQ 392082,8.05,,S
565,0,3,Miss,female,25.14061971830986,0,0,SOTON/O.Q. 392087,8.05,,S
566,0,3,Mr,male,24.0,2,0,A/4 48871,24.15,,S
567,0,3,Mr,male,19.0,0,0,349205,7.8958,,S
568,0,3,Mrs,female,29.0,0,4,349909,21.075,,S
569,0,3,Mr,male,25.14061971830986,0,0,2686,7.2292,,C
570,1,3,Mr,male,32.0,0,0,350417,7.8542,,S
574,1,3,Miss,female,25.14061971830986,0,0,14312,7.75,,Q
575,0,3,Mr,male,16.0,0,0,A/4. 20589,8.05,,S
576,0,3,Mr,male,19.0,0,0,358585,14.5,,S
579,0,3,Mrs,female,25.14061971830986,1,0,2689,14.4583,,C
580,1,3,Mr,male,32.0,0,0,STON/O 2. 3101286,7.925,,S
585,0,3,Mr,male,25.14061971830986,0,0,3411,8.7125,,C
589,0,3,Mr,male,22.0,0,0,14973,8.05,,S
590,0,3,Mr,male,25.14061971830986,0,0,A./5. 3235,8.05,,S
591,0,3,Mr,male,35.0,0,0,STON/O 2. 3101273,7.125,,S
593,0,3,Mr,male,47.0,0,0,A/5 3902,7.25,,S
594,0,3,Miss,female,25.14061971830986,0,2,364848,7.75,,Q
596,0,3,Mr,male,36.0,1,1,345773,24.15,,S
598,0,3,Mr,male,49.0,0,0,LINE,0.0,,S
599,0,3,Mr,male,25.14061971830986,0,0,2664,7.225,,C
602,0,3,Mr,male,25.14061971830986,0,0,349214,7.8958,,S
604,0,3,Mr,male,44.0,0,0,364511,8.05,,S
606,0,3,Mr,male,36.0,1,0,349910,15.55,,S
607,0,3,Mr,male,30.0,0,0,349246,7.8958,,S
611,0,3,Mrs,female,39.0,1,5,347082,31.275,,S
612,0,3,Mr,male,25.14061971830986,0,0,SOTON/O.Q. 3101305,7.05,,S
613,1,3,Miss,female,25.14061971830986,1,0,367230,15.5,,Q
614,0,3,Mr,male,25.14061971830986,0,0,370377,7.75,,Q
615,0,3,Mr,male,35.0,0,0,364512,8.05,,S
617,0,3,Mr,male,34.0,1,1,347080,14.4,,S
618,0,3,Mrs,female,26.0,1,0,A/5. 3336,16.1,,S
621,0,3,Mr,male,27.0,1,0,2659,14.4542,,C
623,1,3,Mr,male,20.0,1,1,2653,15.7417,,C
624,0,3,Mr,male,21.0,0,0,350029,7.8542,,S
625,0,3,Mr,male,21.0,0,0,54636,16.1,,S
629,0,3,Mr,male,26.0,0,0,349224,7.8958,,S
630,0,3,Mr,male,25.14061971830986,0,0,334912,7.7333,,Q
632,0,3,Mr,male,51.0,0,0,347743,7.0542,,S
635,0,3,Miss,female,9.0,3,2,347088,27.9,,S
637,0,3,Mr,male,32.0,0,0,STON/O 2. 3101292,7.925,,S
639,0,3,Mrs,female,41.0,0,5,3101295,39.6875,,S
640,0,3,Mr,male,25.14061971830986,1,0,376564,16.1,,S
641,0,3,Mr,male,20.0,0,0,350050,7.8542,,S
643,0,3,Miss,female,2.0,3,2,347088,27.9,,S
644,1,3,Mr,male,25.14061971830986,0,0,1601,56.4958,,S
645,1,3,Miss,female,0.75,2,1,2666,19.2583,,C
647,0,3,Mr,male,19.0,0,0,349231,7.8958,,S
649,0,3,Mr,male,25.14061971830986,0,0,S.O./P.P. 751,7.55,,S
650,1,3,Miss,female,23.0,0,0,CA. 2314,7.55,,S
651,0,3,Mr,male,25.14061971830986,0,0,349221,7.8958,,S
653,0,3,Mr,male,21.0,0,0,8475,8.4333,,S
654,1,3,Miss,female,25.14061971830986,0,0,330919,7.8292,,Q
655,0,3,Miss,female,18.0,0,0,365226,6.75,,Q
657,0,3,Mr,male,25.14061971830986,0,0,349223,7.8958,,S
658,0,3,Mrs,female,32.0,1,1,364849,15.5,,Q
662,0,3,Mr,male,40.0,0,0,2623,7.225,,C
664,0,3,Mr,male,36.0,0,0,349210,7.4958,,S
665,1,3,Mr,male,20.0,1,0,STON/O 2. 3101285,7.925,,S
668,0,3,Mr,male,25.14061971830986,0,0,312993,7.775,,S
669,0,3,Mr,male,43.0,0,0,A/5 3536,8.05,,S
676,0,3,Mr,male,18.0,0,0,349912,7.775,,S
677,0,3,Mr,male,24.5,0,0,342826,8.05,,S
678,1,3,Miss,female,18.0,0,0,4138,9.8417,,S
679,0,3,Mrs,female,43.0,1,6,CA 2144,46.9,,S
681,0,3,Miss,female,25.14061971830986,0,0,330935,8.1375,,Q
683,0,3,Mr,male,20.0,0,0,6563,9.225,,S
684,0,3,Mr,male,14.0,5,2,CA 2144,46.9,,S
687,0,3,Mr,male,14.0,4,1,3101295,39.6875,,S
688,0,3,Mr,male,19.0,0,0,349228,10.1708,,S
689,0,3,Mr,male,18.0,0,0,350036,7.7958,,S
692,1,3,Miss,female,4.0,0,1,349256,13.4167,,C
693,1,3,Mr,male,25.14061971830986,0,0,1601,56.4958,,S
694,0,3,Mr,male,25.0,0,0,2672,7.225,,C
697,0,3,Mr,male,44.0,0,0,363592,8.05,,S
698,1,3,Miss,female,25.14061971830986,0,0,35852,7.7333,,Q
700,0,3,Mr,male,42.0,0,0,348121,7.65,F G63,S
703,0,3,Miss,female,18.0,0,1,2691,14.4542,,C
704,0,3,Mr,male,25.0,0,0,36864,7.7417,,Q
705,0,3,Mr,male,26.0,1,0,350025,7.8542,,S
710,1,3,Master,male,25.14061971830986,1,1,2661,15.2458,,C
714,0,3,Mr,male,29.0,0,0,7545,9.4833,,S
716,0,3,Mr,male,19.0,0,0,348124,7.65,F G73,S
719,0,3,Mr,male,25.14061971830986,0,0,36568,15.5,,Q
720,0,3,Mr,male,33.0,0,0,347062,7.775,,S
722,0,3,Mr,male,17.0,1,0,350048,7.0542,,S
726,0,3,Mr,male,20.0,0,0,315094,8.6625,,S
728,1,3,Miss,female,25.14061971830986,0,0,36866,7.7375,,Q
730,0,3,Miss,female,25.0,1,0,STON/O2. 3101271,7.925,,S
732,0,3,Mr,male,11.0,0,0,2699,18.7875,,C
736,0,3,Mr,male,28.5,0,0,54636,16.1,,S
737,0,3,Mrs,female,48.0,1,3,W./C. 6608,34.375,,S
739,0,3,Mr,male,25.14061971830986,0,0,349201,7.8958,,S
740,0,3,Mr,male,25.14061971830986,0,0,349218,7.8958,,S
744,0,3,Mr,male,24.0,1,0,376566,16.1,,S
745,1,3,Mr,male,31.0,0,0,STON/O 2. 3101288,7.925,,S
747,0,3,Mr,male,16.0,1,1,C.A. 2673,20.25,,S
750,0,3,Mr,male,31.0,0,0,335097,7.75,,Q
752,1,3,Master,male,6.0,0,1,392096,12.475,E121,S
753,0,3,Mr,male,33.0,0,0,345780,9.5,,S
754,0,3,Mr,male,23.0,0,0,349204,7.8958,,S
757,0,3,Mr,male,28.0,0,0,350042,7.7958,,S
759,0,3,Mr,male,34.0,0,0,363294,8.05,,S
761,0,3,Mr,male,25.14061971830986,0,0,358585,14.5,,S
762,0,3,Mr,male,41.0,0,0,SOTON/O2 3101272,7.125,,S
763,1,3,Mr,male,20.0,0,0,2663,7.2292,,C
765,0,3,Mr,male,16.0,0,0,347074,7.775,,S
768,0,3,Miss,female,30.5,0,0,364850,7.75,,Q
769,0,3,Mr,male,25.14061971830986,1,0,371110,24.15,,Q
770,0,3,Mr,male,32.0,0,0,8471,8.3625,,S
